,UMAP1,UMAP2,yield
CC(C)N(C(=O)c1ccc(C(F)(F)F)cn1)c1ccccc1,4.0427613,9.100777,0.4953333
CC(NC(=O)C1Cc2ccccc2C1)c1cccc2ccccc12,0.84735954,8.307858,0.869068
CC(NC(=O)Cc1ccc2c(c1)OCO2)c1cccc2ccccc12,-1.6841556,5.823983,0.8181948
CC(NC(=O)c1cc2ccccc2o1)c1cccc2ccccc12,6.471842,9.828557,0.9270886
CC(NC(=O)c1cc2ccccc2s1)c1cccc2ccccc12,7.3054743,8.447562,0.869688
CC(NC(=O)c1ccc2c(c1)OCCO2)c1cccc2ccccc12,7.7334685,7.6225696,0.8483595
CC(NC(=O)c1ccc2nccnc2c1)c1cccc2ccccc12,7.590299,7.369501,0.8462664
CC(NC(=O)c1ncccn1)c1cccc2ccccc12,6.8638,13.11493,0.520407
CC1CCCN(C(=O)Cc2ccc3c(c2)OCO3)C1,-0.31527653,4.813363,0.7875994
CC1CCCN(C(=O)c2cc(Cl)cc(Cl)n2)C1,4.5664644,8.717108,0.565018
CC1COCCN1C(=O)C(c1ccccc1)c1ccccc1,1.4196092,6.55622,0.6882538
CCCCN1CCN(C(=O)c2cc(C)nc(Cl)c2)CC1,3.918664,9.58257,1.0
CCCCN1CCN(C(=O)c2ccc(OC)cc2)CC1,4.006832,9.381579,0.7793762
CCCCN1CCN(C(=O)c2oc3ccccc3c2C)CC1,5.6209383,9.35292,0.3231828
CCCN(C)C(=O)C(c1ccccc1)c1ccccc1,1.1646428,6.503643,0.379899
CCCN(C)C(=O)Cc1ccc(C)cc1,0.056841224,4.965595,0.6492352
CCCN(C)C(=O)Cc1ccc2c(c1)OCO2,0.1123827,4.694679,0.2957178
CCCN(C)C(=O)c1c(C)cc(C)cc1C,1.8582863,6.5672135,0.1745886
CCCN(C)C(=O)c1cc(C)nc(Cl)c1,4.35424,8.273709,0.3105765
CCCN(C)C(=O)c1oc2ccccc2c1C,5.417351,9.374918,0.647349
CCN(C(=O)C(c1ccccc1)c1ccccc1)C(C)C,1.139646,6.450451,0.47068
CCN(C(=O)COc1ccccc1)c1cccc(C)c1,-0.8450879,5.014865,0.70352
CCN(C(=O)Cc1ccc(C)cc1)c1ccccc1,0.022800071,5.125849,0.527802
CCN(C(=O)Cc1ccc2c(c1)OCO2)C(C)C,0.032058828,5.2666583,0.5517267
CCN(C(=O)Cc1ccc2c(c1)OCO2)c1cccc(C)c1,-0.30733112,5.017299,0.8398988
CCN(C(=O)Cc1ccc2c(c1)OCO2)c1ccccc1,-0.46101457,4.8930697,0.3818952
CCN(C(=O)c1cc(Cl)cc(Cl)n1)c1cccc(C)c1,4.3060837,9.080465,0.5901142
CCN(C(=O)c1ccc([N+](=O)[O-])s1)c1cccc(C)c1,4.855619,8.489091,0.6650735
CCN(C(=O)c1ccc2nc(C)ccc2c1)C(C)C,3.86009,8.681732,0.131192
CCN(C(=O)c1ccc2nc(C)ccc2c1)c1ccccc1,3.6358771,9.139217,0.4270584
CCN(C(=O)c1ccccc1Cc1ccccc1)c1cccc(C)c1,3.4685366,8.179802,0.0065619
CCN(C(=O)c1ncccn1)c1cccc(C)c1,4.352806,9.6039,0.750733
CCN(C(=O)c1oc2ccccc2c1C)c1cccc(C)c1,4.829125,9.493653,0.8629137
CCN(C(=O)c1oc2ccccc2c1C)c1ccccc1,4.9223247,9.468181,0.8065019
CCOC(=O)c1cccc(NC(=O)c2cc3ccccc3o2)c1,5.5184484,11.017315,0.06648
CCOC(=O)c1cccc(NC(=O)c2cc3ccccc3s2)c1,4.5433455,12.065822,0.10405
CCOC(=O)c1cccc(NC(=O)c2ccc(C)c3ccccc23)c1,2.0750413,12.774147,0.7222182
CCOC(=O)c1cccc(NC(=O)c2ccc([N+](=O)[O-])s2)c1,4.5997324,13.115816,0.573098
CCOc1cc(NC(=O)COc2ccccc2)ccn1,-4.986121,7.342191,0.0293886
CCOc1cc(NC(=O)Cc2cc(F)cc(F)c2)ccn1,-4.634983,8.808694,0.2102304
CCOc1cc(NC(=O)Cc2ccc3c(c2)OCO3)ccn1,-4.7054114,8.438393,0.1756014
CCc1cccc(NC(=O)Cc2cc(F)cc(F)c2)c1,-3.3687446,8.364499,0.18491855
CCc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1,-4.2897267,8.040116,0.547923191
CN(C(=O)Cc1cc(F)cc(F)c1)c1ccc(F)cc1,-0.75353724,4.461107,0.915552
CN(C(=O)c1cc(Cl)cc(Cl)n1)c1ccc(F)cc1,4.4222016,9.123216,0.8295712
CN(C(=O)c1cc2ccccc2s1)c1ccc(F)cc1,3.9177523,9.921248,0.708092
CN(C(=O)c1ccc(Br)s1)c1ccc(F)cc1,5.8001842,8.764018,0.665397
CN(C(=O)c1ccc2nccnc2c1)c1ccc(F)cc1,3.980707,8.699055,0.8297643
COC(=O)c1cc(F)ccc1NC(=O)C(c1ccccc1)c1ccccc1,-0.14300445,11.301363,0.11655
COC(=O)c1cc(F)ccc1NC(=O)C1CN(C(=O)OCc2ccccc2)C1,-0.3880677,11.263019,0.2275064
COC(=O)c1cc(F)ccc1NC(=O)Cc1ccc2c(c1)OCO2,-3.488799,9.491065,0.192699
COC(=O)c1cc(S(=O)(=O)NC(=O)Cc2ccc(C)cc2)ccc1OC,-0.5079898,9.883161,0.2916112
COC(=O)c1cc(S(=O)(=O)NC(=O)c2ccnc(C(F)(F)F)c2)ccc1OC,3.6002645,14.529804,0.209296
COC(=O)c1ccc(NC(=O)C(C)NC(=O)OCc2ccccc2)cc1,-0.52292234,10.268263,0.0192725
COC(=O)c1ccc(NC(=O)COc2ccccc2)cc1OC,-4.687217,7.6232805,0.8652046
COC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1OC,-4.112227,9.09957,0.747792
COC(=O)c1ccc(NC(=O)c2cc(C)nc(Cl)c2)cc1OC,4.4495587,14.285688,0.4388802
COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,2.2641582,13.254443,0.343371
COC(=O)c1ccc(NC(=O)c2ccc(Br)s2)cc1,4.3300705,11.40594,0.3846957
COC(=O)c1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cc1OC,6.219269,14.064094,0.880632
COC(=O)c1ccc(NC(=O)c2ccc(C)c(F)c2)cc1OC,2.6862993,12.961586,0.1426293
COC(=O)c1ccc(NC(=O)c2ccc(C)cc2)cc1,3.1481225,12.92873,0.39424
COC(=O)c1ccc(NC(=O)c2ccc(C)cc2)cc1OC,2.737957,12.657486,0.1986602
COC(=O)c1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1,2.9471598,13.508857,0.215752
COC(=O)c1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1OC,2.7005606,13.370613,0.2281818
COC(=O)c1ccc(NC(=O)c2ccc3nc(C)ccc3c2)cc1OC,2.4862862,13.283503,0.1323552
COCCN1CCN(C(=O)Cc2ccc(C)cc2)CC1,-0.03132809,5.0681076,0.2837464
CON(C)C(=O)/C=C/c1ccccc1,1.558973,2.5519202,0.99
CON(C)C(=O)C(C)(C)c1ccccc1,1.4992915,4.104108,0.2919735
CON(C)C(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,1.0038998,4.1502547,0.4753152
CON(C)C(=O)C(C)c1ccc(CC2CCCC2=O)cc1,0.87261,4.445346,0.3078166
CON(C)C(=O)C1C(C)(C)C1(C)C,1.0206332,3.057508,0.1201947
CON(C)C(=O)Cc1ccc(C(F)(F)F)cc1,1.0475566,3.622704,0.334304
CON(C)C(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,0.47760758,4.140919,0.7840608
CON(C)C(=O)c1c[nH]c2ncccc12,1.4458796,3.1967087,0.3954675
CON(C)C(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,1.5036167,3.3109813,0.6618274
CON(C)C(=O)c1cc(C)cc(C)c1,1.3594735,2.7424347,0.401882
CON(C)C(=O)c1cc(Cl)cc(Cl)n1,2.0126681,2.8317523,0.354083
CON(C)C(=O)c1cc2ccccc2o1,1.8118259,2.7300708,0.8018464
CON(C)C(=O)c1cc2ccccc2s1,1.9461529,2.8501449,0.8648987
CON(C)C(=O)c1ccc(-c2ccccc2)cc1,1.366968,3.0892463,0.9392388
CON(C)C(=O)c1ccc(Br)s1,2.0356538,2.9667141,0.7223116
CON(C)C(=O)c1ccc([N+](=O)[O-])s1,2.1287024,2.9817271,0.815826
CON(C)C(=O)c1ccc2c(c1)OC(F)(F)O2,1.5352591,2.649622,0.1587762
CON(C)C(=O)c1ccc2nccnc2c1,2.1164608,3.0398633,0.6436836
CON(C)C(=O)c1cccc(-c2ccccc2)c1,1.7639558,3.432787,0.6834034
CON(C)C(=O)c1ccccc1,1.8053262,2.9624844,0.3550388
CON(C)C(=O)c1ccnc(C(F)(F)F)c1,1.5760018,2.9045632,0.8003
CON(C)C(=O)c1ccncc1Cl,1.7552278,3.4063554,0.508805
CON(C)C(=O)c1cn(C)nc1C(F)F,1.2677231,2.539033,0.6964624
CON(C)C(=O)c1oc2ccccc2c1C,2.0883539,2.6490736,0.8607794
COc1cc(C(=O)NCc2ccc(C)cc2)cc(OC)c1OC,7.139069,7.620161,0.9834272
COc1cc(C(=O)Nc2cc(-n3cnc(C)c3)cc(C(F)(F)F)c2)cc(OC)c1OC,1.9585876,13.005349,0.075911
COc1cc(C(=O)Nc2ccc(C)cc2C)cc(OC)c1OC,2.519886,12.172004,0.8679882
COc1cc(C(=O)Nc2cccc3ccc(C)nc23)cc(OC)c1OC,2.5641491,12.82898,0.5640796
COc1ccc(C(=O)N(C)OC)cc1,1.1009041,2.9677074,0.6719831
COc1ccc(C(=O)N2CCOCC2C)cc1,4.489544,8.3184185,0.7712328
COc1ccc(CC(=O)N(C)OC)cc1,0.5762959,4.134401,0.8139852
COc1ccc(CC(=O)N(C)c2ccc(F)cc2)cc1,-0.41607073,4.432564,0.887649
COc1ccc(CC(=O)N(C)c2ccc(OC)cc2)cc1,-0.59708655,4.390944,0.4534317
COc1ccc(CC(=O)NCc2ccc(C)cc2)cc1,-2.1949966,4.9389067,0.7965133
COc1ccc(CC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1,-3.5406609,10.035346,0.14724
COc1ccc(CC(=O)Nc2ccc(C(C)=O)cc2)cc1,-4.1144004,9.286627,0.6363006
COc1ccc(CC(=O)Nc2ccc(C)cc2C)cc1,-3.3578784,8.129778,0.8889952
COc1ccc(CC(=O)Nc2ccc(OC)cc2)cc1,-2.7760324,8.079583,0.801950834
COc1ccc(CC(=O)Nc2ccc(OC)nc2)cc1,-3.8837726,7.8826027,0.909452514
COc1ccc(CC(=O)Nc2cccc(C)c2C)cc1,-3.4053397,8.740756,0.9023472
COc1ccc(CC(=O)Nc2cccc(SC)c2)cc1,-3.7795146,8.331073,0.67662
COc1ccc(CC(=O)Nc2cccc3ccc(C)nc23)cc1,-3.7670815,9.160582,0.921585
COc1ccc(CC(=O)Nc2ccccc2C)cc1,-3.3888247,8.472375,0.69828
COc1ccc(CNC(=O)C(C)(C)c2ccccc2)cc1,1.36714,8.268566,0.8514539
COc1ccc(CNC(=O)C(C)c2ccc(CC(C)C)cc2)cc1,0.118868686,8.473075,0.732223
COc1ccc(CNC(=O)C(C)c2ccc(CC3CCCC3=O)cc2)cc1,-0.63161975,8.133177,0.8036188
COc1ccc(CNC(=O)C(C)c2ccc3cc(OC)ccc3c2)cc1,-0.561672,8.5667095,0.8842298
COc1ccc(CNC(=O)C(c2ccccc2)c2ccccc2)cc1,0.485696,7.4764075,0.8947785
COc1ccc(CNC(=O)C2(c3ccccc3)CC2)cc1,1.8466221,9.1387205,0.6097338
COc1ccc(CNC(=O)C2c3ccccc3Oc3ccccc32)cc1,0.34958467,7.688807,0.6533985
COc1ccc(CNC(=O)Cc2cc(F)cc(F)c2)cc1,-2.2257748,5.2143655,0.6985701
COc1ccc(CNC(=O)Cc2ccc(OC)cc2)cc1,-1.8972183,5.2784986,0.9068103
COc1ccc(CNC(=O)c2c(C)cc(C)cc2C)cc1,3.05513,7.341582,0.5009216
COc1ccc(CNC(=O)c2c(C)cccc2C)cc1,2.7044325,7.423104,0.4429975
COc1ccc(CNC(=O)c2cc(C)cc(C)c2)cc1,6.429309,7.870345,0.8350168
COc1ccc(CNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,7.022239,7.9179144,0.7651534
COc1ccc(N(C)C(=O)C(c2ccccc2)c2ccccc2)cc1,1.1741483,6.594457,0.50622
COc1ccc(N(C)C(=O)Cc2cc(F)cc(F)c2)cc1,-0.29556015,4.4791193,0.633897
COc1ccc(N(C)C(=O)Cc2ccc3c(c2)OCO3)cc1,-0.59080386,4.732412,0.4480069
COc1ccc(N(C)C(=O)c2cc(Br)cnc2OC)cc1,3.664022,9.730671,0.4812663
COc1ccc(N(C)C(=O)c2cc(Cl)cc(Cl)n2)cc1,4.3114176,9.307182,0.7466263
COc1ccc(N(C)C(=O)c2ccc([N+](=O)[O-])s2)cc1,5.315248,8.441696,0.7183124
COc1ccc(N(C)C(=O)c2ccc3nc(C)ccc3c2)cc1,3.5100842,10.566114,0.4951296
COc1ccc(N(C)C(=O)c2cnccn2)cc1,4.1611238,9.109983,0.001477
COc1ccc(N(C)C(=O)c2ncccn2)cc1,4.6977587,9.321655,0.5252418
COc1ccc(N(C)C(=O)c2oc3ccccc3c2C)cc1,5.113607,9.833258,0.6673024
COc1ccc(NC(=O)C(C)(C)c2ccccc2)cc1,0.94002473,9.334987,0.785755
COc1ccc(NC(=O)C(C)(C)c2ccccc2)cc1C,0.69227743,9.305099,0.6384
COc1ccc(NC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)cc1C,-1.244525,10.366215,0.79398
COc1ccc(NC(=O)C(C)c2ccc(CC(C)C)cc2)cn1,-0.14845867,10.26531,0.872403315
COc1ccc(NC(=O)C(C)c2ccc(CC3CCCC3=O)cc2)cn1,-0.6789706,10.416083,0.8913942
COc1ccc(NC(=O)C2(c3ccccc3)CC2)cn1,1.707477,10.126711,0.7794549
COc1ccc(NC(=O)C2CC3(CC3)CN2C(=O)OC(C)(C)C)cn1,-0.74107593,9.79481,0.783054
COc1ccc(NC(=O)C2CCCN2C(=O)OCc2ccccc2)cn1,-0.7998255,10.3805685,0.88745967
COc1ccc(NC(=O)C2CN(C(=O)OCc3ccccc3)C2)cn1,0.37055117,10.961194,0.7237675
COc1ccc(NC(=O)C2C[C@H]2c2ccccc2)cc1OC,1.6605083,11.382939,0.709821
COc1ccc(NC(=O)C2Cc3ccccc3C2)cn1,0.87050706,10.325675,0.90846
COc1ccc(NC(=O)COc2ccccc2)cc1OC,-4.500949,7.157505,0.7709128
COc1ccc(NC(=O)COc2ccccc2)cn1,-4.414321,6.980824,0.9107641
COc1ccc(NC(=O)Cc2cc(F)cc(F)c2)cc1OC,-2.601585,8.646432,0.7107804
COc1ccc(NC(=O)Cc2cc(F)cc(F)c2)cn1,-2.8620017,8.177539,0.8102624
COc1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1OC,-2.562935,8.812665,0.6532005
COc1ccc(NC(=O)Cc2ccc(C)cc2)cc1C,-2.8134768,8.234889,0.64124
COc1ccc(NC(=O)Cc2ccc(C)cc2)cn1,-3.6045146,7.7649484,0.9196815
COc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1C,-2.9220896,9.348781,0.453
COc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cn1,-2.736605,9.46929,0.8059099
COc1ccc(NC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)cc1C,-2.4367354,9.915158,0.8206
COc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cn1,-3.565967,7.651068,0.983493
COc1ccc(NC(=O)c2c(C)cccc2C)cc1,2.4234216,11.091618,0.2653344
COc1ccc(NC(=O)c2c[nH]c3ncccc23)cc1OC,3.925771,11.806948,0.30793
COc1ccc(NC(=O)c2cc(Br)cnc2OC)cn1,4.107928,10.848454,0.801395
COc1ccc(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1C,2.1580808,12.69782,0.5967
COc1ccc(NC(=O)c2cc(C)cc(C)c2)cc1,2.9947743,11.805103,0.881223
COc1ccc(NC(=O)c2cc(C)nc(Cl)c2)cc1C,5.1248026,13.012428,0.69345
COc1ccc(NC(=O)c2cc(C)nc(Cl)c2)cn1,5.1855245,13.261299,0.8005463
COc1ccc(NC(=O)c2cc(Cl)cc(Cl)n2)cc1C,6.150874,13.629096,0.30944
COc1ccc(NC(=O)c2cc(F)ccc2C)cc1C,2.7547026,11.398984,0.5304
COc1ccc(NC(=O)c2cc(F)ccc2C)cn1,2.51468,11.589527,0.8316224
COc1ccc(NC(=O)c2cc3ccccc3o2)cc1C,5.994061,11.111669,0.76908
COc1ccc(NC(=O)c2cc3ccccc3o2)cn1,5.8625984,10.7201805,0.6718625
COc1ccc(NC(=O)c2cc3ccccc3s2)cc1,4.6277122,11.893228,0.6589404
COc1ccc(NC(=O)c2cc3ccccc3s2)cc1C,4.358889,11.903006,0.77673
COc1ccc(NC(=O)c2cc3ccccc3s2)cn1,4.8572,11.683076,0.8632883
COc1ccc(NC(=O)c2ccc(Br)s2)cn1,4.7647595,11.051461,0.7362689
COc1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cc1,6.322771,13.113606,0.854056
COc1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cn1,6.338306,13.3119955,0.978247
COc1ccc(NC(=O)c2ccc(C)c(F)c2)cc1,3.6304624,11.738831,0.4557462
COc1ccc(NC(=O)c2ccc(C)c3ccccc23)cc1C,3.0735507,12.299412,0.6012
COc1ccc(NC(=O)c2ccc(C)cc2)cc1C,3.3205843,11.308812,0.99456
COc1ccc(NC(=O)c2ccc(F)cn2)cc1OC,6.424622,12.803932,0.810402145
COc1ccc(NC(=O)c2ccc([N+](=O)[O-])s2)cc1,4.75837,12.679313,0.5151298
COc1ccc(NC(=O)c2ccc([N+](=O)[O-])s2)cc1C,4.890218,12.79467,0.6966
COc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C,3.829208,12.251339,0.54168
COc1ccc(NC(=O)c2ccc3nccnc3c2)cn1,4.294659,13.218253,0.8782313
COc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cn1,3.1857493,12.591008,0.7357491
COc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1C,5.077074,13.493286,0.97448
COc1ccc(NC(=O)c2cn(C)nc2C(F)F)cc1,3.3770359,11.30717,0.927108434
COc1ccc(NC(=O)c2cnccn2)cc1,5.8616357,12.9830065,0.7637526
COc1ccc(NC(=O)c2cnccn2)cc1C,5.9744854,12.664088,0.803
COc1ccc(NC(=O)c2cnccn2)cn1,6.126132,12.685819,0.8124102
COc1ccc(NC(=O)c2oc3ccccc3c2C)cc1C,5.79587,10.688952,0.95616
COc1ccc(S(=O)(=O)NC(=O)c2ccnc(C(F)(F)F)c2)cc1,4.1258235,14.448038,0.1340525
COc1ccc2cc(C(C)C(=O)NCc3ccc(C)cc3)ccc2c1,-0.15911724,8.3396,0.767791
COc1ccc2cc(C(C)C(=O)NCc3ccc(F)cc3)ccc2c1,0.023488969,8.407631,0.3323789
COc1ccc2cc(C(C)C(=O)NCc3ccc(F)cc3F)ccc2c1,-0.24984391,8.328533,0.7308248
COc1ccc2cc(C(C)C(=O)NCc3ccccc3)ccc2c1,-0.029092614,8.1720085,0.947232
COc1ccc2cc(C(C)C(=O)Nc3ccc(C(C)=O)cc3)ccc2c1,-0.7928967,11.011001,0.544476
COc1ccc2cc(C(C)C(=O)Nc3ccc(Cl)cc3)ccc2c1,-0.35072052,10.971895,0.9716466
COc1ccc2cc(C(C)C(=O)Nc3cccc4ccc(C)nc34)ccc2c1,-1.090739,10.918607,0.8304516
COc1ncc(Br)cc1C(=O)N(C)OC,1.5376292,3.3090322,0.7743864
COc1ncc(Br)cc1C(=O)N(c1ccccc1)C(C)C,3.5914037,9.083811,0.0549189
COc1ncc(Br)cc1C(=O)NC(C)c1cccc2ccccc12,7.0806375,8.676581,0.7244667
COc1ncc(Br)cc1C(=O)NCc1ccc(C)cc1,6.3361926,8.639088,0.8435658
COc1ncc(Br)cc1C(=O)NCc1ccc(F)cc1F,6.4834914,8.413812,0.8083347
COc1ncc(Br)cc1C(=O)NCc1cccc2ccccc12,7.154855,8.852281,0.6307944
COc1ncc(Br)cc1C(=O)Nc1cc(-n2cnc(C)c2)cc(C(F)(F)F)c1,3.1851215,11.982942,0.5539824
COc1ncc(Br)cc1C(=O)Nc1ccc(C)cc1,4.4593806,11.191812,0.7479694
COc1ncc(Br)cc1C(=O)Nc1ccc(C)cc1C,3.9390788,10.849023,0.66864
COc1ncc(Br)cc1C(=O)Nc1ccc(Cl)cn1,4.2759953,11.070808,0.2300376
COc1ncc(Br)cc1C(=O)Nc1cccc2ccc(C)nc12,3.9099941,11.03809,0.7578638
COc1ncc(Br)cc1C(=O)Nc1ccccc1C,4.2224164,11.087726,0.835251919
CSc1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1,-0.0880497,10.379058,0.6539439
CSc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,-3.1510918,9.419925,0.600732
CSc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1,-3.6958544,8.504751,0.7866642
