,high,medium,low
obj_min,0.5246346131475,0.344322191161875,0.15295949794750002
obj_max,0.705848670969375,0.44151682002687503,0.347364026426875
vendi_min,2.8893896284280878,2.903768211824728,2.895323666953711
vendi_max,9.740334175468416,9.73170921584797,9.770857934259672
