,UMAP1,UMAP2
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.C[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.3109493,0.017274225
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.C[C@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1C(=O)O,2.1054947,1.345707
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1cc(C)n(C(C)CC(=O)O)n1,0.22967936,1.8145194
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1ccc(C)c(OCC(=O)O)c1,8.623934,1.6826417
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1ccc(OCC(=O)O)c(C)c1,9.110877,2.973497
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1ccc(S(=O)(=O)NC(=N)NCCC[C@H](NC(=O)OCc2ccccc2)C(=O)O)cc1,5.2887588,5.5024047
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1ccc(SCC(=O)O)cc1,9.029196,8.262711
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1cccc(C)c1CC(=O)O,8.272676,9.297851
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1ccccc1COCC(=O)O,8.831442,2.8428817
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1ccccc1OCC(=O)O,8.531747,2.4426534
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1ccnn1CC(=O)O,7.973531,3.9426208
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1cn(CC(=O)O)c(=O)[nH]c1=O,8.431964,5.387591
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1n[nH]c2c1CC(C(=O)O)CC2,2.4821117,2.5320475
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1nc(C)n(CC(=O)O)n1,8.344973,3.9904284
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cc1nc(CC(=O)O)c(C)s1,8.100763,8.287669
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cn1cc(SCC(=O)O)c2ccccc21,8.379556,8.054712
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.Cn1ncc2ccc(CC(=O)O)cc21,7.6173835,7.933338
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.N#Cc1ccc(CC(=O)O)cc1,7.2212176,8.352276
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.NC(=O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)O,6.59087,6.3624225
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(C[C@H]1CCCC[C@H]1C(=O)O)c1ccccc1,3.8395276,5.782733
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(NCC(=O)N1CCC[C@H]1C(=O)O)OCc1ccccc1,5.218487,2.3481784
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1,5.85182,3.2574317
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,6.114964,3.1333869
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,6.2495117,2.5301769
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(N[C@H](CO)C(=O)O)OCc1ccccc1,5.8478403,2.0115628
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(N[C@H]1C[C@@H](C(=O)O)C1)OCc1ccccc1,0.44299215,5.0336094
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1(F)CCOCC1,7.544738,-0.6390847
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1(c2ccc(Cl)cc2)CC1,-0.2159719,5.795246
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1(c2ccc(Cl)nc2)CC1,-0.16528217,6.011273
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1(c2cccc(Cl)c2)CC1,-0.0290761,5.9085903
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1C2COCC21,-1.9288265,-1.4785266
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC(=O)N(C2CCCCC2)C1,2.209448,4.3686194
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC(=O)N(Cc2cccs2)C1,2.374419,5.2589374
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC(O)(c2ccccc2)C1,1.4700189,4.981316
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC(Oc2ccccc2)C1,0.8214834,5.5951395
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC(c2ccccc2)C1,0.85213596,5.2516403
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC1,-1.1728467,-0.7023793
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC12CCCC2,-1.5380718,-1.2315677
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC2CC(O)CC(C2)C1,-0.06155296,-0.453651
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC2CC1C(=O)O2,1.6092005,4.017274
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCC(F)(F)C1,-0.42225957,-0.22848484
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCC(F)(F)CC1,-0.68537474,-0.002309524
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCC(c2ccccc2)C1,1.3724523,4.873105
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCC1(F)F,-0.595147,-0.678656
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCC2(CC1)OCCO2,0.39851385,0.14523177
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCC2CCCCC2C1,-0.18683901,-0.072321266
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCC1,-0.34874532,0.25931025
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCCC1,-0.415328,-0.10905127
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCCC12CC2,0.38599774,0.65530974
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCCC1O,1.4441264,0.41645873
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCCCC1,-0.41262758,0.33638814
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCCO1,7.408309,0.11638829
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCN(C(=O)OCc2ccccc2)CC1,4.0141997,3.9951813
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCN(c2ncc(-c3ccc4c(c3)OCO4)cn2)C1,3.0323653,4.845819
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCN(c2ncnc3sccc23)C1,2.7445438,5.2838902
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCCO1,7.280599,0.25866225
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCN(C(=O)OCc2ccccc2)C1,2.7243218,4.41281
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCN(C(=O)c2ccc(B(O)O)cc2)CC1,2.8011034,6.135289
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1,2.8539295,5.4034457
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCOC1,-0.46477553,-0.22890373
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCOCC1,-0.0026091775,0.29117572
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CC[C@@H]2CCC[C@H]12,-0.3833777,-0.3415078
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CCc2ccccc2O1,7.7623105,0.7294329
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1CN(C(=O)c2ccccc2)C1,2.224961,5.4334207
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1COC(c2ccccc2)CO1,7.6150537,2.6268184
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1COCC(=O)N1Cc1ccccc1,5.693015,1.7377176
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1COCCO1,7.1358075,0.13832152
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C1Cc2ccccc2O1,7.7431254,1.3896823
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CC1CCCCCC1,-0.9052287,1.4821858
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CC1CN2CCC1CC2,1.5637925,2.847868
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CC1COC1,-1.5056245,1.4601147
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,5.0412636,7.9364014
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCCC(=O)C1CC1,5.9231825,8.046775
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCCC(=O)N1CCC(=O)CC1,5.613887,7.646863
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCCC(=O)c1ccccc1Cl,5.228201,8.091262
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCCCC(=O)c1ccc(Cl)cc1,4.854965,8.219357
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCCSc1nc2ccccc2s1,5.5575385,7.638214
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCCc1cccs1,6.0315537,8.146472
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCN1C(=O)c2ccccc2C1=O,4.764201,8.689181
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCNC(=O)c1ccccc1,6.1784453,8.577273
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.7723713,8.394847
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCc1ccc(-n2ccnn2)cc1,5.803458,8.029249
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCc1ccc(O)cc1,6.7219296,7.907971
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCc1cccnc1,6.5474143,8.300544
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCc1cnccn1,6.0486684,8.107608
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CCc1nc2ccccc2s1,5.7220693,7.8365207
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CN1C(=O)COCC1=O,8.249167,6.2465296
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CN1C(=O)c2ccccc2C1=O,7.938906,5.803738
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CNC(=O)CNC(=O)c1ccccc1,7.2856784,6.803855
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CNC(=O)Cc1ccccc1,7.7183666,6.4785037
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)COc1ccc(Cl)cc1,8.94718,2.0693593
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)COc1ccc(O)cc1,8.598916,2.157807
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)COc1ccc(OC(F)(F)F)cc1,9.225297,3.0454829
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)COc1ccc(OCc2ccccc2)cc1,9.0290785,1.4608
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)COc1cccc(Cl)c1,9.063838,3.263138
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)COc1ccccc1-c1ccccc1,8.78773,2.4043229
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)COc1ccccc1Cl,8.868732,2.0905137
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CSCCS(=O)(=O)c1ccccc1,8.531298,7.5377316
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)CSc1nc2ccccc2[nH]1,8.413203,7.9179473
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-0.5544253,1.4484807
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1c[nH]c2cnccc12,8.151054,8.762905
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1cc(Cl)ccc1F,7.862669,7.8210826
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1ccc(-n2nccn2)cc1,7.733255,7.890883
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1ccc(C(F)(F)F)cc1,7.085321,7.9120665
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1ccc(Cl)cc1,7.2574835,7.858133
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1ccc(F)cc1,7.3611774,8.225522
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1ccc(O)cc1,8.180907,8.644554
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1cccc(-c2ccccn2)c1,7.6665173,7.8865314
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1cccc(-n2cccn2)c1,7.3184934,7.867279
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1ccccc1O,7.717128,9.173112
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cc1cccnc1,7.2183056,8.20501
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1c(-c2ccccc2)nc2ccccc21,8.817453,5.005044
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1c(=O)oc2ccccc21,8.71843,5.119244
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1cc(C(F)(F)F)ccc1=O,8.464694,5.5176444
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1cc(Cl)c(=O)c(Cl)c1,9.31638,4.598269
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1ccc(-c2cccs2)n1,8.951552,4.723754
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1ccc2ccccc21,8.63029,2.9087677
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1cnc2sc3c(c2c1=O)CCCC3,8.69348,5.3343625
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)Cn1nc(-c2ccccc2)c2ccccc2c1=O,8.4987335,5.7373657
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)[C@@H]1CC[C@H](C(=O)c2ccccc2)C1,2.5982447,5.7606297
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)[C@@H]1C[C@@H](c2ccccc2)CC[C@H]1C(=O)c1ccccc1,3.3535771,6.0071273
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)[C@H]1CCC[C@@H](C(=O)c2ccccc2)C1,2.8026807,6.2651753
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)[C@H]1CCC[C@@H]1C(=O)c1ccccc1,2.1747901,6.5126286
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)[C@H]1CC[C@H](O)CC1,-0.5010585,0.114760734
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(O)[C@H]1COc2ccccc2O1,7.634782,0.5764675
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C(c1ccccc1)[C@H]1CCCC[C@H]1C(=O)O,2.9921372,6.3378015
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C1CC(C(=O)O)C1,0.5726978,5.203068
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C1CC(C(=O)O)CCN1,1.978083,3.9282608
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C1CCC(C(=O)O)CC1,2.0852199,4.422797
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C1CCC(C(=O)O)Cc2ccccc21,2.1618786,6.0418773
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=C1O[C@]2(CC[C@H](C(=O)O)CC2)c2cnccc21,2.6912107,6.652864
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.O=Cc1cccc(OCC(=O)O)c1,9.490925,3.5149539
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.C#CCCCCCCC(=O)O,-1.4762135,1.4258475
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.C=CC[C@H](CC(=O)O)NC(=O)OC(C)(C)C,-1.0761329,2.2974446
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)CCc1ccc(OCC(=O)O)cc1,9.362931,3.3687959
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)N1CCCC1C(=O)O,4.8858957,0.40321958
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,4.7496495,0.6224015
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)NCCCCCC(=O)O,6.3698525,9.118295
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)NCCCC[C@H](NC(C)=O)C(=O)O,3.0636802,1.8870256
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)N[C@@H](Cc1ccc(OC(C)=O)cc1)C(=O)O,5.618242,3.9451804
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)N[C@@H]1[C@@H](O[C@H](C)C(=O)O)[C@H](O)[C@@H](CO)O[C@@H]1O,5.7540245,0.16749708
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)OC(C)C(=O)O,6.578279,-0.5079934
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)[C@H]1C[C@@H](CC(=O)O)C1(C)C,6.335464,9.032467
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)c1c(C)nn(CCC(=O)O)c1C,5.787569,8.60809
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)C(=O)CCC(=O)O,6.17612,8.945017
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)C1CCC(C(=O)O)CC1,-0.95913196,-0.6120241
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1C2CCC1CC(CC(=O)O)C2,-0.753548,2.8904362
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(C(=O)O)C(C)(C)C1,2.4952283,1.7575148
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(C(=O)O)C1,2.3838599,2.73009
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(C(=O)O)CC(c2ccccc2)C1,3.4927886,5.317071
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(CC(=O)O)C1,0.19002822,3.132157
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(Cc2ccccc2)C(C(=O)O)C1,4.153639,4.5304756
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(F)(F)C[C@H]1C(=O)O,4.5986843,-0.28194436
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(c2ccccc2)CC1C(=O)O,4.9921374,2.7996364
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC2CCC(C1)C2C(=O)O,1.2318263,-0.094375096
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(=O)C[C@H]1C(=O)O,5.61991,2.1584835
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1,0.6338661,-0.4587815
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(C(CC(=O)O)NC(=O)OCc2ccccc2)CC1,4.9739933,5.522851
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(CC(=O)O)(c2ccccc2)C1,4.784109,5.931727
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(CC(=O)O)CC1,-1.1753273,2.1117055
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(CCCC(=O)O)CC1,-1.4571778,3.0285087
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(N2CCC[C@H](CC(=O)O)C2=O)CC1,4.8817525,7.037424
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(c2ccccc2)C(C(=O)O)C1,4.007492,3.2906942
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC(c2ccccc2)C1C(=O)O,4.5133014,2.3370254
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC1CC(=O)O,0.36807305,2.5547009
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC2(CC1)CC(C(=O)O)C2,0.5622091,-0.9550321
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCC2(CCC(CC(=O)O)CC2)CC1,-2.0197163,2.6258183
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCCC(C(=O)O)C1c1ccccc1,4.2129884,4.9710813
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCCC(CC(=O)O)C1,0.7585775,2.0626247
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CCCC(CCC(=O)O)C1,-0.96277183,2.99337
