,UMAP_1,UMAP_2
C#CC(C)(C)N.CC(C)(C(=O)O)c1ccccc1,6.926309,8.399225
C#CC(C)(C)N.CCCCOc1ccc(C(=O)O)cc1,7.778747,-2.3878329
C#CC(C)(C)N.Cc1ccc(F)cc1C(=O)O,7.3554053,-2.255823
C#CC(C)(C)N.O=C(O)C(c1ccccc1)c1ccccc1,7.515088,7.375548
C#CC(C)(C)N.O=C(O)C1c2ccccc2Oc2ccccc21,8.351529,8.282057
C#CC(C)(C)N.O=C(O)Cc1cc(F)cc(F)c1,3.6035178,4.7050447
C#CC(C)(C)N.O=C(O)Cc1ccc(C(F)(F)F)cc1,3.1190236,5.1923733
C#CC(C)(C)N.O=C(O)Cc1ccc([N+](=O)[O-])cc1,2.6916854,5.2205133
C#CC(C)(C)N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,2.5951726,6.730121
C#CC(C)(C)N.O=C(O)c1ccc2nccnc2c1,7.2760067,-3.063885
C#Cc1cccc(N)c1.COc1cc(C(=O)O)cc(OC)c1OC,9.357696,-1.4278637
C#Cc1cccc(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,8.885193,-4.598595
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)cc1,9.720622,-0.45789456
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)cc1F,9.192847,-2.6888006
C#Cc1cccc(N)c1.Cc1ccc2cc(C(=O)O)ccc2n1,9.142739,-2.7539823
C#Cc1cccc(N)c1.O=C(O)COc1ccccc1,2.7910655,1.3888372
C#Cc1cccc(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,4.9756823,5.173841
C#Cc1cccc(N)c1.O=C(O)c1ccc(C(F)(F)F)cn1,8.78956,-6.8156133
C#Cc1cccc(N)c1.O=C(O)c1ccc2nccnc2c1,8.721404,-3.4541905
C1CCN(C2CCNCC2)CC1.Cc1ccc(CC(=O)O)cc1,5.8158655,4.364384
C1CCNC1.Cc1ccc2cc(C(=O)O)ccc2n1,7.7319,-2.9731514
C1CCNC1.O=C(O)C(c1ccccc1)c1ccccc1,7.7438602,6.663038
C1COCCN1.Cc1c(C(=O)O)oc2ccccc12,10.868339,-0.99529433
C1COCCN1.Cc1ccc(CC(=O)O)cc1,7.4859643,4.6460886
C1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,7.7397823,6.7315435
C1COCCN1.O=C(O)Cc1ccc2c(c1)OCO2,7.77076,4.663308
CC(=O)c1ccc(N)cc1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,5.355419,7.9014235
CC(=O)c1ccc(N)cc1.COc1ccc(CC(=O)O)cc1,5.7510834,4.448884
CC(=O)c1ccc(N)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,5.7790813,7.9890637
CC(=O)c1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,9.037433,-4.312092
CC(=O)c1ccc(N)cc1.Cc1ccc(CC(=O)O)cc1,5.417652,3.897936
CC(=O)c1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,8.737169,-2.9521327
CC(=O)c1ccc(N)cc1.O=C(O)C(c1ccccc1)c1ccccc1,6.4722853,7.1944413
CC(=O)c1ccc(N)cc1.O=C(O)C1(c2ccccc2)CC1,6.5299044,6.6327853
CC(=O)c1ccc(N)cc1.O=C(O)C1CCCN1C(=O)OCc1ccccc1,6.822545,8.57045
CC(=O)c1ccc(N)cc1.O=C(O)C1C[C@H]1c1ccccc1,7.657932,0.8818799
CC(=O)c1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,5.866449,5.888735
CC(=O)c1ccc(N)cc1.O=C(O)COc1ccccc1,2.376427,1.8957365
CC(=O)c1ccc(N)cc1.O=C(O)Cc1cc(F)cc(F)c1,4.2386646,5.306349
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,3.767708,5.600219
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,3.7001848,7.4881554
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)OCO2,5.716427,4.2961926
CC(=O)c1ccc(N)cc1.O=C(O)c1cc2ccccc2o1,12.010995,-0.82153195
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,8.631063,-6.750015
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc([N+](=O)[O-])s1,9.361139,-4.488839
CC(=O)c1ccc(N)cc1.O=C(O)c1ccco1,10.294128,0.09902824
CC(C)NC(C)C.Cc1ccc(CC(=O)O)cc1,7.258177,4.9235845
CC(C)Nc1ccccc1.COc1ncc(Br)cc1C(=O)O,10.59238,-4.1259975
CC(C)Nc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,3.966821,6.903906
CC(C)Nc1ccccc1.O=C(O)c1ccc(C(F)(F)F)cn1,8.946612,-6.399855
CC1CCCNC1.O=C(O)Cc1ccc2c(c1)OCO2,7.6479626,4.9664145
CC1CCCNC1.O=C(O)c1cc(Cl)cc(Cl)n1,8.514656,-5.8891544
CC1COCCN1.COc1ccc(C(=O)O)cc1,8.1335535,-2.7591069
CC1COCCN1.Cc1c(C(=O)O)oc2ccccc12,11.021565,-1.1215272
CC1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,7.709469,6.3806653
CCCCN1CCNCC1.COc1ccc(C(=O)O)cc1,8.717835,-2.4642947
CCCCN1CCNCC1.Cc1c(C(=O)O)oc2ccccc12,11.062853,-0.7851544
CCCCN1CCNCC1.Cc1cc(C(=O)O)cc(Cl)n1,7.703697,-3.8585775
CCCNC.Cc1c(C(=O)O)oc2ccccc12,10.753373,-1.0398278
CCCNC.Cc1cc(C(=O)O)cc(Cl)n1,7.8749003,-4.01455
CCCNC.Cc1ccc(CC(=O)O)cc1,7.3676558,4.931142
CCCNC.O=C(O)C(c1ccccc1)c1ccccc1,8.000117,6.3174486
CCCNC.O=C(O)Cc1ccc2c(c1)OCO2,7.8369308,5.2864103
CCCNC.O=C(O)c1cc(Cl)cc(Cl)n1,8.352538,-5.826619
CCNC(C)C.Cc1cc(C(=O)O)cc(Cl)n1,8.178047,-3.5392027
CCNC(C)C.O=C(O)C(c1ccccc1)c1ccccc1,8.071174,6.5173793
CCNC(C)C.O=C(O)Cc1ccc2c(c1)OCO2,7.564214,5.0928197
CCNC(C)C.O=C(O)c1ncccn1,7.24769,-6.226633
CCNc1cccc(C)c1.Cc1c(C(=O)O)oc2ccccc12,11.508953,-1.6322567
CCNc1cccc(C)c1.O=C(O)COc1ccccc1,2.844396,1.963043
CCNc1cccc(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,6.8345284,4.534568
CCNc1cccc(C)c1.O=C(O)c1cc(Cl)cc(Cl)n1,8.723848,-6.219252
CCNc1cccc(C)c1.O=C(O)c1ccc([N+](=O)[O-])s1,9.41133,-4.846557
CCNc1cccc(C)c1.O=C(O)c1ccccc1Cc1ccccc1,9.04455,-1.7944709
CCNc1cccc(C)c1.O=C(O)c1ncccn1,7.33068,-6.836843
CCNc1ccccc1.Cc1c(C(=O)O)oc2ccccc12,11.402384,-1.4365625
CCNc1ccccc1.Cc1ccc(CC(=O)O)cc1,6.7252016,4.589507
CCNc1ccccc1.Cc1ccc2cc(C(=O)O)ccc2n1,9.457938,-3.0962622
CCNc1ccccc1.O=C(O)Cc1ccc2c(c1)OCO2,6.7162642,5.182564
CCOC(=O)c1cccc(N)c1.O=C(O)c1cc2ccccc2o1,11.959151,-0.2819155
CCOC(=O)c1cccc(N)c1.O=C(O)c1cc2ccccc2s1,10.532453,-2.53115
CCOC(=O)c1cccc(N)c1.O=C(O)c1ccc([N+](=O)[O-])s1,9.409389,-4.3549895
CCOc1cc(N)ccn1.O=C(O)COc1ccccc1,2.336867,1.698165
CCOc1cc(N)ccn1.O=C(O)Cc1cc(F)cc(F)c1,4.0757055,5.244566
CCOc1cc(N)ccn1.O=C(O)Cc1ccc2c(c1)OCO2,5.525164,4.614195
CCc1cccc(N)c1.O=C(O)Cc1cc(F)cc(F)c1,4.291831,5.403785
CCc1cccc(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,5.95283,4.8953853
CNOC.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,9.088695,4.5916853
CNOC.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,8.92212,4.7575026
CNOC.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,9.858088,3.7724657
CNOC.CC1(C)C(C(=O)O)C1(C)C,9.485147,3.7082148
CNOC.COc1ccc(C(=O)O)cc1,9.657087,3.2520614
CNOC.COc1ccc(CC(=O)O)cc1,8.916048,4.042943
CNOC.COc1ccc2cc(C(C)C(=O)O)ccc2c1,9.169078,4.499676
CNOC.COc1ncc(Br)cc1C(=O)O,10.137845,3.5784426
CNOC.Cc1c(C(=O)O)oc2ccccc12,10.316806,2.8041694
CNOC.Cc1cc(C)cc(C(=O)O)c1,10.011608,3.684108
CNOC.N#Cc1ccc(C(=O)O)cc1,9.729823,2.707147
CNOC.O=C(O)/C=C/c1ccccc1,9.608786,2.824685
CNOC.O=C(O)C1C[C@H]1c1ccccc1,9.488756,3.7740028
CNOC.O=C(O)Cc1ccc(C(F)(F)F)cc1,9.089769,3.8833811
CNOC.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,9.082592,4.0682435
CNOC.O=C(O)Cc1ccc2c(c1)OCO2,8.942355,4.2866697
CNOC.O=C(O)c1cc(Cl)cc(Cl)n1,10.058364,2.8293138
CNOC.O=C(O)c1cc2ccccc2o1,10.489591,2.6611454
CNOC.O=C(O)c1cc2ccccc2s1,10.3428335,3.1266892
CNOC.O=C(O)c1ccc(-c2ccccc2)cc1,9.860444,3.3732607
CNOC.O=C(O)c1ccc(Br)s1,10.384728,3.3856091
CNOC.O=C(O)c1ccc([N+](=O)[O-])s1,10.211715,3.13338
CNOC.O=C(O)c1ccc2c(c1)OC(F)(F)O2,9.664296,3.051555
CNOC.O=C(O)c1cccc(-c2ccccc2)c1,10.012651,3.3972087
CNc1ccc(F)cc1.COc1ccc(CC(=O)O)cc1,6.6040187,4.8166504
CNc1ccc(F)cc1.Cc1c(C(=O)O)oc2ccccc12,11.537157,-1.3367107
CNc1ccc(F)cc1.Cc1cc(C(=O)O)cc(Cl)n1,8.6629925,-4.0134478
CNc1ccc(F)cc1.Cc1ccc(CC(=O)O)cc1,6.6368775,4.565364
CNc1ccc(F)cc1.O=C(O)Cc1cc(F)cc(F)c1,4.7612944,5.493166
CNc1ccc(F)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,9.18386,-6.5447774
CNc1ccc(F)cc1.O=C(O)c1cc2ccccc2s1,10.995019,-2.1928353
CNc1ccc(F)cc1.O=C(O)c1ccc(Br)s1,11.266623,-2.8245058
CNc1ccc(F)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,8.833095,-6.1363654
CNc1ccc(F)cc1.O=C(O)c1ccc2nccnc2c1,9.198723,-3.6102116
CNc1ccc(OC)cc1.COc1ccc(CC(=O)O)cc1,6.587227,5.051194
CNc1ccc(OC)cc1.COc1ncc(Br)cc1C(=O)O,11.043908,-4.4042134
CNc1ccc(OC)cc1.Cc1c(C(=O)O)oc2ccccc12,11.524006,-1.062217
CNc1ccc(OC)cc1.Cc1ccc2cc(C(=O)O)ccc2n1,9.78523,-3.0923612
CNc1ccc(OC)cc1.O=C(O)C(c1ccccc1)c1ccccc1,6.7563753,6.9093294
CNc1ccc(OC)cc1.O=C(O)Cc1cc(F)cc(F)c1,4.8380327,5.196677
CNc1ccc(OC)cc1.O=C(O)Cc1ccc2c(c1)OCO2,6.712318,5.06249
CNc1ccc(OC)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,8.993498,-6.4754515
CNc1ccc(OC)cc1.O=C(O)c1ccc([N+](=O)[O-])s1,9.444657,-4.2923822
CNc1ccc(OC)cc1.O=C(O)c1cnccn1,7.8948803,-6.432037
CNc1ccc(OC)cc1.O=C(O)c1ncccn1,7.2565966,-6.5575476
COC(=O)c1cc(F)ccc1N.O=C(O)C(c1ccccc1)c1ccccc1,6.1269403,7.1867814
COC(=O)c1cc(F)ccc1N.O=C(O)C1CN(C(=O)OCc2ccccc2)C1,5.2363744,6.871722
COC(=O)c1cc(F)ccc1N.O=C(O)Cc1ccc(C(F)(F)F)cc1,4.0105257,5.913695
COC(=O)c1cc(F)ccc1N.O=C(O)Cc1ccc2c(c1)OCO2,6.34602,4.14977
COC(=O)c1ccc(N)cc1.CC(NC(=O)OCc1ccccc1)C(=O)O,5.765065,6.7538934
COC(=O)c1ccc(N)cc1.O=C(O)c1ccc2c(c1)OC(F)(F)O2,9.814024,-3.44461
COC(=O)c1ccc(N)cc1OC.Cc1c(C(=O)O)oc2ccccc12,11.418134,-1.2052422
COC(=O)c1ccc(N)cc1OC.Cc1cc(C(=O)O)cc(Cl)n1,9.448281,-4.7219605
COC(=O)c1ccc(N)cc1OC.Cc1ccc2cc(C(=O)O)ccc2n1,9.716278,-3.3078227
COC(=O)c1ccc(N)cc1OC.O=C(O)COc1ccccc1,2.6051226,2.2036994
COC(=O)c1ccc(N)cc1OC.O=C(O)c1ccc(C(F)(F)F)cn1,9.345959,-7.109986
