,UMAP_1,UMAP_2
C#CC(C)(C)N.CC(C)(C(=O)O)c1ccccc1,4.67945,-0.37893224
C#CC(C)(C)N.CCCCOc1ccc(C(=O)O)cc1,6.1552353,5.966799
C#CC(C)(C)N.Cc1ccc(F)cc1C(=O)O,5.9957085,5.480973
C#CC(C)(C)N.O=C(O)C(c1ccccc1)c1ccccc1,5.28117,-1.5787952
C#CC(C)(C)N.O=C(O)C1c2ccccc2Oc2ccccc21,3.2962325,-3.0198808
C#CC(C)(C)N.O=C(O)Cc1cc(F)cc(F)c1,0.4340085,2.0536923
C#CC(C)(C)N.O=C(O)Cc1ccc(C(F)(F)F)cc1,-0.10853612,1.7926633
C#CC(C)(C)N.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-0.55476725,1.3417312
C#CC(C)(C)N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.46340263,-0.18187016
C#CC(C)(C)N.O=C(O)c1ccc2nccnc2c1,6.804081,6.956595
C#Cc1cccc(N)c1.CC(NC(=O)OCc1ccccc1)C(=O)O,3.3846934,-0.42662734
C#Cc1cccc(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,9.456067,6.132026
C1CCN(C2CCNCC2)CC1.Cc1ccc(CC(=O)O)cc1,2.3899214,2.9551554
C1CCNC1.Cc1ccc2cc(C(=O)O)ccc2n1,6.5163717,6.940298
C1CCNC1.O=C(O)C(c1ccccc1)c1ccccc1,5.3643637,-1.161413
C1COCCN1.Cc1c(C(=O)O)oc2ccccc12,8.011109,2.6108408
C1COCCN1.Cc1ccc(CC(=O)O)cc1,2.691238,3.5089686
C1COCCN1.O=C(O)Cc1ccc2c(c1)OCO2,2.671274,3.9282322
CC(=O)c1ccc(N)cc1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,3.6563432,-1.4631994
CC(=O)c1ccc(N)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,2.4711282,-1.030045
CC(=O)c1ccc(N)cc1.CC1(C)C(C(=O)O)C1(C)C,4.491362,1.9727222
CC(=O)c1ccc(N)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.3037705,-1.6764718
CC(=O)c1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,9.149322,6.627519
CC(=O)c1ccc(N)cc1.Cc1ccc(CC(=O)O)cc1,2.3482726,1.6337087
CC(=O)c1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,8.43631,5.074763
CC(=O)c1ccc(N)cc1.O=C(O)C(c1ccccc1)c1ccccc1,4.002416,-0.9191356
CC(=O)c1ccc(N)cc1.O=C(O)C1(c2ccccc2)CC1,4.8168683,0.46550596
CC(=O)c1ccc(N)cc1.O=C(O)C1C[C@H]1c1ccccc1,4.7097754,1.5384365
CC(=O)c1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,2.917601,0.6520268
CC(=O)c1ccc(N)cc1.O=C(O)COc1ccccc1,-0.41062188,3.7003927
CC(=O)c1ccc(N)cc1.O=C(O)Cc1cc(F)cc(F)c1,1.2130288,0.82985264
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,0.72145396,0.21578749
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,0.023012388,-1.0901662
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)OCO2,2.3204083,1.5371698
CC(=O)c1ccc(N)cc1.O=C(O)c1c[nH]c2ncccc12,7.654691,3.657816
CC(=O)c1ccc(N)cc1.O=C(O)c1cc2ccccc2o1,9.661299,2.6632695
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,12.200773,6.8282657
CC(=O)c1ccc(N)cc1.O=C(O)c1ccccc1Cc1ccccc1,6.9023943,3.9749181
CC(=O)c1ccc(N)cc1.O=C(O)c1ccco1,7.2292614,2.1775398
CC(C)NC(C)C.Cc1ccc(CC(=O)O)cc1,3.0773149,3.3479345
CC(C)Nc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,0.18014254,-0.8021342
CC(C)Nc1ccccc1.O=C(O)c1ccc(C(F)(F)F)cn1,11.023693,6.129082
CC1CCCNC1.O=C(O)Cc1ccc2c(c1)OCO2,3.1602752,3.7105434
CC1COCCN1.COc1ccc(C(=O)O)cc1,6.373695,6.187297
CC1COCCN1.Cc1c(C(=O)O)oc2ccccc12,8.030358,2.5768073
CC1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,5.1243834,-0.9019614
CCCCN1CCNCC1.COc1ccc(C(=O)O)cc1,7.053524,5.666702
CCCCN1CCNCC1.Cc1c(C(=O)O)oc2ccccc12,8.168721,2.6810198
CCCCN1CCNCC1.Cc1cc(C(=O)O)cc(Cl)n1,8.543658,6.868548
CCCNC.Cc1c(C(=O)O)oc2ccccc12,8.318487,2.9283633
CCCNC.Cc1cc(C(=O)O)cc(Cl)n1,7.4809985,7.2021337
CCCNC.Cc1cc(C)c(C(=O)O)c(C)c1,4.8897014,4.111472
CCCNC.O=C(O)C(c1ccccc1)c1ccccc1,5.041503,-0.6662899
CCCNC.O=C(O)Cc1ccc2c(c1)OCO2,3.0184772,3.827714
CCNC(C)C.Cc1cc(C(=O)O)cc(Cl)n1,7.9448743,7.208129
CCNC(C)C.O=C(O)C(c1ccccc1)c1ccccc1,5.429089,-0.64659286
CCNC(C)C.O=C(O)Cc1ccc2c(c1)OCO2,3.1405168,3.5856743
CCNC(C)C.O=C(O)c1ncccn1,10.908373,8.259572
CCNc1cccc(C)c1.Cc1c(C(=O)O)oc2ccccc12,8.467357,2.2609777
CCNc1cccc(C)c1.O=C(O)COc1ccccc1,-0.3415735,3.8693886
CCNc1cccc(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,2.89533,2.6350336
CCNc1cccc(C)c1.O=C(O)c1cc(Cl)cc(Cl)n1,11.717407,5.97235
CCNc1cccc(C)c1.O=C(O)c1ccc([N+](=O)[O-])s1,9.828771,5.620697
CCNc1cccc(C)c1.O=C(O)c1ccccc1Cc1ccccc1,7.2411785,3.9847367
CCNc1cccc(C)c1.O=C(O)c1ncccn1,10.808649,8.000786
CCNc1ccccc1.Cc1c(C(=O)O)oc2ccccc12,8.728976,2.2119303
CCOC(=O)c1cccc(N)c1.O=C(O)c1cc2ccccc2o1,9.44883,2.5248277
CCOC(=O)c1cccc(N)c1.O=C(O)c1cc2ccccc2s1,8.6556635,3.9327693
CCOC(=O)c1cccc(N)c1.O=C(O)c1ccc([N+](=O)[O-])s1,9.091125,5.812548
CCOc1cc(N)ccn1.O=C(O)COc1ccccc1,-0.5833252,4.021733
CCOc1cc(N)ccn1.O=C(O)Cc1cc(F)cc(F)c1,0.93724656,0.737158
CCc1cccc(N)c1.O=C(O)Cc1cc(F)cc(F)c1,1.4816287,1.0098844
CCc1cccc(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,3.186776,1.9627384
CNOC.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.423853,5.2042713
CNOC.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,2.6889281,5.2260914
CNOC.CC(C)(C(=O)O)c1ccccc1,2.9721003,5.1409054
CNOC.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,3.5401711,6.0078216
CNOC.CC1(C)C(C(=O)O)C1(C)C,3.2111454,5.7509985
CNOC.COc1ccc(C(=O)O)cc1,3.2533824,6.8449945
CNOC.COc1ccc(CC(=O)O)cc1,2.7579198,5.491596
CNOC.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.8153453,5.144785
CNOC.COc1ncc(Br)cc1C(=O)O,3.4404302,6.333602
CNOC.Cc1c(C(=O)O)oc2ccccc12,3.9122226,6.1981087
CNOC.Cc1cc(C)cc(C(=O)O)c1,3.0394185,6.53732
CNOC.Cc1cccc(C)c1C(=O)O,2.8212426,6.125503
CNOC.N#Cc1ccc(C(=O)O)cc1,4.164138,6.794359
CNOC.O=C(O)/C=C/c1ccccc1,4.215593,6.499547
CNOC.O=C(O)C1C[C@H]1c1ccccc1,3.0491872,6.0463963
CNOC.O=C(O)C1Cc2ccccc2C1,2.565262,5.9010024
CNOC.O=C(O)COc1ccccc1,2.1282635,5.326659
CNOC.O=C(O)Cc1ccc(C(F)(F)F)cc1,2.3226514,5.8287997
CNOC.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,2.3904567,5.3857403
CNOC.O=C(O)Cc1ccc2c(c1)OCO2,2.5783165,5.708623
CNOC.O=C(O)c1cc(Cl)cc(Cl)n1,3.9418025,7.0754194
CNOC.O=C(O)c1cc2ccccc2o1,4.1135206,6.5524993
CNOC.O=C(O)c1cc2ccccc2s1,3.8335614,6.403375
CNOC.O=C(O)c1ccc(-c2ccccc2)cc1,3.6994956,6.4757824
CNOC.O=C(O)c1ccc(Br)s1,3.1441965,6.573191
CNOC.O=C(O)c1ccc(F)cn1,3.5176113,7.1946745
CNOC.O=C(O)c1ccc([N+](=O)[O-])s1,3.4171016,6.900753
CNOC.O=C(O)c1ccc2c(c1)OC(F)(F)O2,2.9795053,6.7983284
CNOC.O=C(O)c1ccc2nccnc2c1,3.1778567,6.7349267
CNOC.O=C(O)c1cccc(-c2ccccc2)c1,3.5230646,6.039252
CNOC.O=C(O)c1ccccc1,3.7335155,7.155586
CNOC.O=C(O)c1ccnc(C(F)(F)F)c1,3.7703528,7.236319
