,UMAP_1,UMAP_2
C#CC(C)(C)N.CC(C)(C(=O)O)c1ccccc1,6.9886513,7.5715547
C#CC(C)(C)N.CCCCOc1ccc(C(=O)O)cc1,11.643635,12.305912
C#CC(C)(C)N.Cc1ccc(F)cc1C(=O)O,10.466679,12.369341
C#CC(C)(C)N.O=C(O)C(c1ccccc1)c1ccccc1,6.516441,7.20747
C#CC(C)(C)N.O=C(O)C1c2ccccc2Oc2ccccc21,4.290496,8.467897
C#CC(C)(C)N.O=C(O)Cc1cc(F)cc(F)c1,4.271944,2.5521283
C#CC(C)(C)N.O=C(O)Cc1ccc(C(F)(F)F)cc1,3.6521149,2.1579418
C#CC(C)(C)N.O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.507386,1.7072691
C#CC(C)(C)N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,2.2719052,2.782672
C#CC(C)(C)N.O=C(O)c1ccc2nccnc2c1,12.27062,12.526983
C#Cc1cccc(N)c1.COc1cc(C(=O)O)cc(OC)c1OC,11.025492,10.836709
C#Cc1cccc(N)c1.Cc1c(C(=O)O)oc2ccccc12,12.969304,7.7752237
C#Cc1cccc(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,14.247873,11.319126
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)c2ccccc12,10.141687,10.474496
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)cc1,10.809676,8.754106
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)cc1F,12.376062,10.440489
C#Cc1cccc(N)c1.Cc1ccc(CC(=O)O)cc1,5.6875052,3.64135
C#Cc1cccc(N)c1.Cc1ccc2cc(C(=O)O)ccc2n1,11.82656,10.836407
C#Cc1cccc(N)c1.O=C(O)COc1ccccc1,2.7993798,6.111338
C#Cc1cccc(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,6.1225996,2.9306774
C#Cc1cccc(N)c1.O=C(O)c1ccc(C(F)(F)F)cn1,16.894281,12.085032
C#Cc1cccc(N)c1.O=C(O)c1ccc2nccnc2c1,13.087546,11.261303
C1CCN(C2CCNCC2)CC1.Cc1ccc(CC(=O)O)cc1,6.190349,3.8835123
C1CCNC1.Cc1ccc2cc(C(=O)O)ccc2n1,12.049567,11.772642
C1CCNC1.O=C(O)C(c1ccccc1)c1ccccc1,6.722029,6.596419
C1COCCN1.Cc1c(C(=O)O)oc2ccccc12,12.758914,7.893782
C1COCCN1.Cc1ccc(CC(=O)O)cc1,7.0258226,4.483418
C1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,6.8603907,6.572789
C1COCCN1.O=C(O)Cc1ccc2c(c1)OCO2,7.362858,4.6506314
