,UMAP_1,UMAP_2
C#CC(C)(C)N.CC(C)(C(=O)O)c1ccccc1,2.0703042,2.312062
C#CC(C)(C)N.CCCCOc1ccc(C(=O)O)cc1,6.825356,9.961965
C#CC(C)(C)N.Cc1ccc(F)cc1C(=O)O,5.862499,10.156909
C#CC(C)(C)N.O=C(O)C1c2ccccc2Oc2ccccc21,0.06167346,0.37603557
C#CC(C)(C)N.O=C(O)Cc1cc(F)cc(F)c1,-1.0351204,6.0832667
C#CC(C)(C)N.O=C(O)Cc1ccc(C(F)(F)F)cc1,-0.89277405,6.6440425
C#CC(C)(C)N.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-0.55257714,7.0793877
C#CC(C)(C)N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.8862969,7.277937
C#CC(C)(C)N.O=C(O)c1ccc2nccnc2c1,6.4015493,11.05512
C#Cc1cccc(N)c1.CC(NC(=O)OCc1ccccc1)C(=O)O,-0.37808192,2.30937
C#Cc1cccc(N)c1.COc1cc(C(=O)O)cc(OC)c1OC,8.332283,9.50423
C#Cc1cccc(N)c1.Cc1c(C(=O)O)oc2ccccc12,10.952707,8.805446
C#Cc1cccc(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,6.887725,12.512305
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)c2ccccc12,7.9968257,9.883089
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)cc1,9.615518,11.615865
C#Cc1cccc(N)c1.Cc1ccc(C(=O)O)cc1F,8.900857,10.641098
C#Cc1cccc(N)c1.Cc1ccc(CC(=O)O)cc1,-2.7494154,3.3627234
C#Cc1cccc(N)c1.Cc1ccc2cc(C(=O)O)ccc2n1,7.8823953,10.441387
C#Cc1cccc(N)c1.O=C(O)COc1ccccc1,-5.48348,5.3340335
C#Cc1cccc(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,-2.2173338,2.8447125
C#Cc1cccc(N)c1.O=C(O)c1ccc(C(F)(F)F)cn1,4.365675,13.6518955
C#Cc1cccc(N)c1.O=C(O)c1ccc2nccnc2c1,7.5919676,11.744968
C1CCN(C2CCNCC2)CC1.Cc1ccc(CC(=O)O)cc1,-1.4419943,4.62571
C1CCNC1.Cc1ccc2cc(C(=O)O)ccc2n1,6.9912543,11.001854
C1CCNC1.O=C(O)C(c1ccccc1)c1ccccc1,1.2083162,3.163086
C1COCCN1.Cc1c(C(=O)O)oc2ccccc12,10.06039,9.109437
C1COCCN1.Cc1ccc(CC(=O)O)cc1,-0.50066245,4.2028747
C1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,1.2466425,3.3556495
C1COCCN1.O=C(O)Cc1ccc2c(c1)OCO2,-0.17317437,4.423876
CC(=O)c1ccc(N)cc1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.21563093,1.6134921
CC(=O)c1ccc(N)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,-0.8675421,1.6056204
CC(=O)c1ccc(N)cc1.CC1(C)C(C(=O)O)C1(C)C,6.201293,8.083956
CC(=O)c1ccc(N)cc1.COc1ccc(CC(=O)O)cc1,-2.8432124,3.9557865
