,UMAP_1,UMAP_2
C#CC(C)(C)N.CC(C)(C(=O)O)c1ccccc1,0.71280444,5.1276417
C#CC(C)(C)N.CCCCOc1ccc(C(=O)O)cc1,6.740642,6.161796
C#CC(C)(C)N.Cc1ccc(F)cc1C(=O)O,5.722329,5.1306205
C#CC(C)(C)N.O=C(O)C(c1ccccc1)c1ccccc1,0.49541473,4.144846
C#CC(C)(C)N.O=C(O)C1c2ccccc2Oc2ccccc21,-0.21937726,3.209641
C#CC(C)(C)N.O=C(O)Cc1cc(F)cc(F)c1,-0.51977813,7.779661
C#CC(C)(C)N.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.0287533,7.8935304
C#CC(C)(C)N.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-1.686838,8.1452675
C#CC(C)(C)N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.019966,6.7769127
C#CC(C)(C)N.O=C(O)c1ccc2nccnc2c1,6.8465295,5.221753
C#Cc1cccc(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,7.9209967,4.611277
C#Cc1cccc(N)c1.Cc1ccc(CC(=O)O)cc1,1.1879429,9.937552
C#Cc1cccc(N)c1.O=C(O)COc1ccccc1,2.2863476,10.17302
C1CCN(C2CCNCC2)CC1.Cc1ccc(CC(=O)O)cc1,1.1423554,8.506399
C1CCNC1.Cc1ccc2cc(C(=O)O)ccc2n1,5.9580855,4.6255646
C1CCNC1.O=C(O)C(c1ccccc1)c1ccccc1,1.12433,4.4521976
C1COCCN1.Cc1c(C(=O)O)oc2ccccc12,5.666853,7.609024
C1COCCN1.Cc1ccc(CC(=O)O)cc1,1.3990862,7.629487
C1COCCN1.O=C(O)Cc1ccc2c(c1)OCO2,1.5400014,7.646557
CC(=O)c1ccc(N)cc1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,-1.0874374,5.38598
CC(=O)c1ccc(N)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,-0.18062894,3.7840626
CC(=O)c1ccc(N)cc1.CC1(C)C(C(=O)O)C1(C)C,3.2110028,7.2251296
CC(=O)c1ccc(N)cc1.COc1ccc(CC(=O)O)cc1,-0.015032271,9.707832
CC(=O)c1ccc(N)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-1.2433326,5.4566936
CC(=O)c1ccc(N)cc1.Cc1ccc(CC(=O)O)cc1,0.6473557,9.91656
CC(=O)c1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,5.552839,5.573972
CC(=O)c1ccc(N)cc1.O=C(O)C(c1ccccc1)c1ccccc1,-0.4349996,5.0879145
CC(=O)c1ccc(N)cc1.O=C(O)Cc1cc(F)cc(F)c1,-0.62515444,9.428496
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.3143356,9.133575
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.3582165,7.244833
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)OCO2,0.23718166,9.950164
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,7.5555463,2.096351
CC(C)NC(C)C.Cc1ccc(CC(=O)O)cc1,1.7536564,8.426498
CC(C)Nc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.7617728,7.699692
CC(C)Nc1ccccc1.O=C(O)Cc1ccc2c(c1)OCO2,0.9220126,9.125571
CC1CCCNC1.O=C(O)c1cc(Cl)cc(Cl)n1,7.013338,2.8454533
CC1COCCN1.COc1ccc(C(=O)O)cc1,5.8151264,5.2477775
CC1COCCN1.Cc1c(C(=O)O)oc2ccccc12,5.487862,7.7208805
CC1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,0.6116335,4.269863
CCCCN1CCNCC1.COc1ccc(C(=O)O)cc1,6.2139115,5.751974
CCCCN1CCNCC1.Cc1c(C(=O)O)oc2ccccc12,5.7615194,8.048653
CCCCN1CCNCC1.Cc1cc(C(=O)O)cc(Cl)n1,6.9239655,4.4960427
CCCNC.Cc1c(C(=O)O)oc2ccccc12,5.333888,7.603058
CCCNC.Cc1cc(C(=O)O)cc(Cl)n1,6.253375,4.1128244
CCCNC.Cc1ccc(CC(=O)O)cc1,1.2565497,7.784313
CCCNC.O=C(O)C(c1ccccc1)c1ccccc1,0.8799795,4.516354
CCCNC.O=C(O)Cc1ccc2c(c1)OCO2,1.7309326,7.7944446
CCCNC.O=C(O)c1cc(Cl)cc(Cl)n1,6.755498,3.046439
CCNC(C)C.Cc1cc(C(=O)O)cc(Cl)n1,6.301786,4.0466976
CCNC(C)C.Cc1ccc2cc(C(=O)O)ccc2n1,5.8444695,4.5014496
CCNC(C)C.O=C(O)Cc1ccc2c(c1)OCO2,1.7791919,8.051407
CCNc1cccc(C)c1.O=C(O)COc1ccccc1,1.8789785,10.102519
CCNc1cccc(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,0.86176026,9.274301
CCNc1cccc(C)c1.O=C(O)c1cc(Cl)cc(Cl)n1,7.01967,2.9282014
CCNc1cccc(C)c1.O=C(O)c1ccc([N+](=O)[O-])s1,7.0698853,3.8544533
CCNc1cccc(C)c1.O=C(O)c1ccccc1Cc1ccccc1,5.3338666,6.2786455
CCNc1cccc(C)c1.O=C(O)c1ncccn1,8.966114,2.391261
CCOC(=O)c1cccc(N)c1.O=C(O)c1cc2ccccc2o1,6.606193,8.685106
CCOC(=O)c1cccc(N)c1.O=C(O)c1cc2ccccc2s1,6.9511485,6.656858
CCOC(=O)c1cccc(N)c1.O=C(O)c1ccc([N+](=O)[O-])s1,7.728041,4.544747
CCOc1cc(N)ccn1.O=C(O)Cc1cc(F)cc(F)c1,-1.0775864,9.692394
CCOc1cc(N)ccn1.O=C(O)Cc1ccc2c(c1)OCO2,0.7255483,9.998269
CCc1cccc(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,1.0455006,9.468832
CNOC.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.3394885,4.6174574
CNOC.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,2.0888972,4.4385552
CNOC.CC(C)(C(=O)O)c1ccccc1,1.8308473,4.7131624
CNOC.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,3.7087824,4.2096615
CNOC.CC1(C)C(C(=O)O)C1(C)C,3.574855,4.7321944
CNOC.COc1ccc(C(=O)O)cc1,3.5725784,3.7388723
CNOC.COc1ccc(CC(=O)O)cc1,2.8365536,5.168727
CNOC.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.3676882,4.271821
CNOC.COc1ncc(Br)cc1C(=O)O,3.3064585,3.6454554
CNOC.Cc1c(C(=O)O)oc2ccccc12,4.000451,3.9970672
CNOC.Cc1cc(C)cc(C(=O)O)c1,3.8863544,4.1997013
CNOC.N#Cc1ccc(C(=O)O)cc1,4.820877,4.0169773
CNOC.O=C(O)/C=C/c1ccccc1,4.419605,4.139514
CNOC.O=C(O)C1C[C@H]1c1ccccc1,3.1603377,4.3254957
CNOC.O=C(O)COc1ccccc1,2.8355565,5.4899807
CNOC.O=C(O)Cc1ccc(C(F)(F)F)cc1,3.0733566,4.772759
CNOC.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,2.739878,4.5250473
CNOC.O=C(O)Cc1ccc2c(c1)OCO2,2.6349032,5.02008
CNOC.O=C(O)c1cc(Cl)cc(Cl)n1,4.656275,3.5145078
CNOC.O=C(O)c1cc2ccccc2s1,3.506287,3.490578
CNOC.O=C(O)c1ccc(-c2ccccc2)cc1,3.545499,3.7453692
CNOC.O=C(O)c1ccc(Br)s1,4.028074,4.1515055
CNOC.O=C(O)c1ccc(F)cn1,4.2187586,3.591051
CNOC.O=C(O)c1ccc([N+](=O)[O-])s1,4.3295407,3.355979
CNOC.O=C(O)c1ccc2c(c1)OC(F)(F)O2,3.7006328,3.9067683
CNOC.O=C(O)c1cccc(-c2ccccc2)c1,3.594648,4.1464133
CNOC.O=C(O)c1ccccc1,4.35274,3.7648218
CNOC.O=C(O)c1ccnc(C(F)(F)F)c1,4.029717,3.1675448
CNOC.O=C(O)c1ccncc1Cl,3.894107,3.5525506
CNc1ccc(F)cc1.COc1ccc(CC(=O)O)cc1,0.49938264,9.610999
CNc1ccc(F)cc1.Cc1c(C(=O)O)oc2ccccc12,6.0976133,7.864001
CNc1ccc(F)cc1.Cc1cc(C(=O)O)cc(Cl)n1,7.207481,4.1862755
CNc1ccc(F)cc1.O=C(O)Cc1cc(F)cc(F)c1,-0.56404686,9.376804
CNc1ccc(F)cc1.O=C(O)c1cc2ccccc2s1,6.436084,5.9455404
CNc1ccc(F)cc1.O=C(O)c1ccc2nccnc2c1,6.7916102,4.8402
CNc1ccc(OC)cc1.COc1ncc(Br)cc1C(=O)O,9.674167,5.53543
CNc1ccc(OC)cc1.Cc1c(C(=O)O)oc2ccccc12,5.7774568,7.9228373
CNc1ccc(OC)cc1.Cc1ccc2cc(C(=O)O)ccc2n1,6.101282,5.242035
CNc1ccc(OC)cc1.O=C(O)Cc1cc(F)cc(F)c1,-0.49511924,8.96993
CNc1ccc(OC)cc1.O=C(O)Cc1ccc2c(c1)OCO2,0.5300001,9.200034
CNc1ccc(OC)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,7.2645197,2.7295525
CNc1ccc(OC)cc1.O=C(O)c1ccc([N+](=O)[O-])s1,6.991818,3.8946986
CNc1ccc(OC)cc1.O=C(O)c1cnccn1,7.5682597,2.7681832
COC(=O)c1cc(F)ccc1N.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.5523757,9.108958
COC(=O)c1cc(F)ccc1N.O=C(O)Cc1ccc2c(c1)OCO2,0.2425659,10.344807
COC(=O)c1cc(S(N)(=O)=O)ccc1OC.Cc1ccc(CC(=O)O)cc1,1.3035595,9.56859
COC(=O)c1cc(S(N)(=O)=O)ccc1OC.O=C(O)c1ccnc(C(F)(F)F)c1,8.637401,4.7036963
COCCN1CCNCC1.Cc1ccc(CC(=O)O)cc1,1.4471217,8.342805
COc1ccc(CN)cc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.6992148,4.4859548
COc1ccc(CN)cc1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,-1.6560946,4.8729634
COc1ccc(CN)cc1.CC(C)(C(=O)O)c1ccccc1,0.36229992,5.513488
COc1ccc(CN)cc1.CC(C)Cc1ccc(C(C)C(=O)O)cc1,-0.9939176,5.011655
COc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC,6.2482977,7.3194504
COc1ccc(CN)cc1.COc1ccc(CC(=O)O)cc1,0.73407793,8.134501
COc1ccc(CN)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-1.2449267,4.629861
COc1ccc(CN)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,4.3962374,6.420137
COc1ccc(CN)cc1.Cc1cc(C)cc(C(=O)O)c1,6.8649325,6.770358
COc1ccc(CN)cc1.Cc1cccc(C)c1C(=O)O,3.855462,6.3892655
COc1ccc(CN)cc1.O=C(O)C(c1ccccc1)c1ccccc1,-0.016433245,4.6330843
COc1ccc(CN)cc1.O=C(O)C1(c2ccccc2)CC1,0.7308696,6.000838
COc1ccc(CN)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,-0.6702533,3.35785
COc1ccc(CN)cc1.O=C(O)Cc1cc(F)cc(F)c1,-0.40699163,8.122812
COc1ccc(N)cc1.CC(C)(C(=O)O)c1ccccc1,-0.02086762,5.58713
COc1ccc(N)cc1.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,5.690239,6.35391
COc1ccc(N)cc1.Cc1ccc(C(=O)O)cc1F,6.1309934,5.6139655
COc1ccc(N)cc1.Cc1cccc(C)c1C(=O)O,4.032103,6.610754
COc1ccc(N)cc1.Cn1cc(C(=O)O)c(C(F)F)n1,7.753434,7.565964
COc1ccc(N)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,7.5977573,1.9511911
COc1ccc(N)cc1.O=C(O)c1ccc([N+](=O)[O-])s1,7.346408,4.3297124
COc1ccc(N)cc1.O=C(O)c1ccnc(C(F)(F)F)c1,7.970309,3.8515174
COc1ccc(N)cc1.O=C(O)c1cnccn1,7.7983017,2.9200041
COc1ccc(N)cc1C.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-1.0273374,5.5275197
COc1ccc(N)cc1C.CC(C)(C(=O)O)c1ccccc1,0.041862108,5.595391
COc1ccc(N)cc1C.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,5.9939876,6.439731
COc1ccc(N)cc1C.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-1.3094476,5.3859463
COc1ccc(N)cc1C.COc1ncc(Br)cc1C(=O)O,10.015989,5.372639
COc1ccc(N)cc1C.Cc1c(C(=O)O)oc2ccccc12,6.141509,8.241905
