,UMAP_1,UMAP_2
C#CC(C)(C)N.CC(C)(C(=O)O)c1ccccc1,2.871264,4.764513
C#CC(C)(C)N.CCCCOc1ccc(C(=O)O)cc1,3.6624808,11.183573
C#CC(C)(C)N.Cc1ccc(F)cc1C(=O)O,3.7458375,11.028218
C#CC(C)(C)N.O=C(O)C(c1ccccc1)c1ccccc1,3.291491,3.9684598
C#CC(C)(C)N.O=C(O)C1c2ccccc2Oc2ccccc21,1.9700698,1.7302012
C#CC(C)(C)N.O=C(O)Cc1cc(F)cc(F)c1,-2.303766,6.2692733
C#CC(C)(C)N.O=C(O)Cc1ccc(C(F)(F)F)cc1,-3.0613005,6.175452
C#CC(C)(C)N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-4.4400225,7.4734025
C#CC(C)(C)N.O=C(O)c1ccc2nccnc2c1,4.4170175,11.799593
C#Cc1cccc(N)c1.COc1cc(C(=O)O)cc(OC)c1OC,4.121635,9.91807
C#Cc1cccc(N)c1.Cc1c(C(=O)O)oc2ccccc12,6.0798793,8.8562565
C1CCN(C2CCNCC2)CC1.Cc1ccc(CC(=O)O)cc1,-0.844821,5.7969975
C1CCNC1.Cc1ccc2cc(C(=O)O)ccc2n1,4.810578,11.289469
C1CCNC1.O=C(O)C(c1ccccc1)c1ccccc1,3.4047706,4.1613235
C1COCCN1.Cc1c(C(=O)O)oc2ccccc12,5.3920274,8.087453
C1COCCN1.Cc1ccc(CC(=O)O)cc1,0.19887286,5.259478
C1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,3.2322068,4.4748406
C1COCCN1.O=C(O)Cc1ccc2c(c1)OCO2,0.14757368,5.407029
CC(=O)c1ccc(N)cc1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,2.1621063,3.0017967
CC(=O)c1ccc(N)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,0.7727552,2.8483348
CC(=O)c1ccc(N)cc1.CC1(C)C(C(=O)O)C1(C)C,1.9598814,8.020924
CC(=O)c1ccc(N)cc1.COc1ccc(CC(=O)O)cc1,-0.9741619,7.4776335
CC(=O)c1ccc(N)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.8330824,2.8961303
CC(=O)c1ccc(N)cc1.Cc1c(C(=O)O)oc2ccccc12,5.8208876,8.7306385
CC(=O)c1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,5.6516585,13.073093
CC(=O)c1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,3.2103012,10.086213
CC(=O)c1ccc(N)cc1.O=C(O)/C=C/c1ccccc1,6.9362006,10.57935
CC(=O)c1ccc(N)cc1.O=C(O)C(c1ccccc1)c1ccccc1,1.7996771,3.4214323
CC(=O)c1ccc(N)cc1.O=C(O)C1(c2ccccc2)CC1,2.4283764,6.129353
CC(=O)c1ccc(N)cc1.O=C(O)C1CCCN1C(=O)OCc1ccccc1,1.3646147,2.416244
CC(=O)c1ccc(N)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.6539118,7.5429254
CC(=O)c1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,0.8731002,6.0342875
CC(=O)c1ccc(N)cc1.O=C(O)COc1ccccc1,-1.3083706,3.4427476
CC(=O)c1ccc(N)cc1.O=C(O)Cc1cc(F)cc(F)c1,-1.8469172,7.3439994
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.8054798,7.593762
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-4.0385356,8.735809
CC(=O)c1ccc(N)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-0.39931208,7.556147
CC(=O)c1ccc(N)cc1.O=C(O)c1c[nH]c2ncccc12,4.878209,9.539124
CC(=O)c1ccc(N)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,6.6350536,14.226925
CC(=O)c1ccc(N)cc1.O=C(O)c1cc2ccccc2o1,6.746204,8.684977
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,6.684977,14.721897
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc([N+](=O)[O-])s1,5.3915725,12.719096
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc2c(c1)OCCO2,4.220639,9.940893
CC(=O)c1ccc(N)cc1.O=C(O)c1ccc2nccnc2c1,5.438619,12.055652
CC(=O)c1ccc(N)cc1.O=C(O)c1ccccc1Cc1ccccc1,3.1487246,9.929603
CC(=O)c1ccc(N)cc1.O=C(O)c1ccco1,7.188547,9.521829
CC(C)NC(C)C.Cc1ccc(CC(=O)O)cc1,-0.006683974,5.547404
CC(C)Nc1ccccc1.COc1ncc(Br)cc1C(=O)O,4.5111895,13.860334
CC(C)Nc1ccccc1.Cc1cc(C(=O)O)cc(Cl)n1,6.0497212,11.990683
CC(C)Nc1ccccc1.O=C(O)C1Cc2ccccc2C1,0.7862199,6.301642
CC(C)Nc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-3.7338636,8.260116
CC1CCCNC1.O=C(O)Cc1ccc2c(c1)OCO2,0.33785105,5.7025175
CC1CCCNC1.O=C(O)c1cc(Cl)cc(Cl)n1,6.8005424,13.710067
CC1COCCN1.COc1ccc(C(=O)O)cc1,4.2113395,11.168114
CC1COCCN1.Cc1c(C(=O)O)oc2ccccc12,5.58717,8.120586
CC1COCCN1.O=C(O)C(c1ccccc1)c1ccccc1,3.5104344,4.308997
CCCCN1CCNCC1.COc1ccc(C(=O)O)cc1,3.9870968,11.090277
CCCCN1CCNCC1.Cc1c(C(=O)O)oc2ccccc12,5.3078036,8.345502
CCCCN1CCNCC1.Cc1cc(C(=O)O)cc(Cl)n1,5.5744815,12.349376
CCCNC.Cc1c(C(=O)O)oc2ccccc12,5.171669,8.47124
CCCNC.Cc1cc(C(=O)O)cc(Cl)n1,5.4771643,11.978933
CCCNC.O=C(O)C(c1ccccc1)c1ccccc1,3.5042973,4.4723635
CCCNC.O=C(O)Cc1ccc2c(c1)OCO2,0.23768306,5.5097528
CCCNC.O=C(O)c1cc(Cl)cc(Cl)n1,7.041403,13.554362
CCNC(C)C.Cc1cc(C(=O)O)cc(Cl)n1,5.484,11.75929
CCNC(C)C.Cc1ccc2cc(C(=O)O)ccc2n1,4.9143634,11.253383
CCNC(C)C.O=C(O)C(c1ccccc1)c1ccccc1,3.1027272,4.4923425
CCNC(C)C.O=C(O)Cc1ccc2c(c1)OCO2,0.5376183,5.72638
CCNC(C)C.O=C(O)c1ncccn1,7.8050714,13.195966
CCNc1cccc(C)c1.Cc1c(C(=O)O)oc2ccccc12,5.4205556,8.437283
CCNc1cccc(C)c1.O=C(O)COc1ccccc1,-0.5650695,3.4081292
CCNc1cccc(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,0.14984694,6.6190124
CCNc1cccc(C)c1.O=C(O)c1cc(Cl)cc(Cl)n1,7.024724,13.786406
CCNc1cccc(C)c1.O=C(O)c1ccc([N+](=O)[O-])s1,5.907426,12.243618
