0
Cc1ccc(N)nc1
NCc1ccc(F)cc1F
NCc1ccc(Cl)cc1
COc1ccc(CN)cc1
COc1ccc(N)cn1
C1COCCN1
C#Cc1cccc(N)c1
NCc1ccccc1
CC(C)Nc1ccccc1
CNc1ccc(F)cc1
COc1ccc(N)cc1
CNOC
C[C@H](N)c1cccc2ccccc12
Cc1ccc(N)cc1
CC1COCCN1
COC(=O)c1ccc(N)cc1OC
CCNc1ccccc1
Cc1ccc(CN)cc1
NC1CCc2ccccc21
CC(=O)c1ccc(N)cc1
NCc1ccccc1C(F)(F)F
NCc1cccc2ccccc12
Cc1ccccc1N
NCc1ccc2c(c1)OCO2
CCCNC
Nc1ccc2scnc2c1
CSc1cccc(N)c1
Cc1ccc2cccc(N)c2n1
CCCCN1CCNCC1
CNc1ccc(OC)cc1
Nc1ccc(Cl)cc1
NCc1ccc(Br)cc1
C[C@@H](N)c1ccccc1
COC(=O)c1cc(F)ccc1N
CSc1ccc(N)cc1
CCc1cccc(N)c1
CCNc1cccc(C)c1
C#CC(C)(C)N
NCc1ccco1
COc1ccc(N)cc1C
COc1ccc(S(N)(=O)=O)cc1
COC(=O)c1cc(S(N)(=O)=O)ccc1OC
CCNC(C)C
Nc1ccc2c(c1)OCCO2
Cn1c(N)nc2ccccc21
Cc1ccc([N+](=O)[O-])cc1N
CC1CCCNC1
NCc1ccc(F)cc1
C1CCNC1
Nc1ccncc1[N+](=O)[O-]
Cc1ccc(N)c(C)c1
Nc1nccc(Cl)n1
Cc1cccc(N)c1C
Nc1ccc(F)nc1
COc1ccc(N)cc1OC
Cc1ccc(Cl)c(N)c1
COC(=O)c1ccc(N)cc1
NS(=O)(=O)c1cc(F)cc(F)c1
C1CCN(C2CCNCC2)CC1
NC1CCCCC1
CCOc1cc(N)ccn1
CCOC(=O)c1cccc(N)c1
Cc1ccc(Oc2ccc(N)cc2)cc1
COCCN1CCNCC1
Nc1ccc2nccnc2c1
CC(C)NC(C)C
Cc1ccc(S(N)(=O)=O)cc1
Nc1ccc(Cl)cn1
NCC1CC1
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1
