0
O=C(O)c1cc2ccccc2s1
O=C(O)c1ccco1
O=C(O)c1cccc(-c2ccccc2)c1
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
O=C(O)C(c1ccccc1)c1ccccc1
O=C(O)C1c2ccccc2Oc2ccccc21
O=C(O)c1ccc(C(F)(F)F)cn1
Cc1ccc2cc(C(=O)O)ccc2n1
CC(C)(C(=O)O)c1ccccc1
O=C(O)Cc1ccc2c(c1)OCO2
O=C(O)C1Cc2ccccc2C1
Cc1cc(C)cc(C(=O)O)c1
O=C(O)C1CN(C(=O)OCc2ccccc2)C1
O=C(O)c1ccc2nccnc2c1
Cc1ccc(CC(=O)O)cc1
COc1ncc(Br)cc1C(=O)O
CC1(C)C(C(=O)O)C1(C)C
Cc1c(C(=O)O)oc2ccccc12
COc1ccc2cc(C(C)C(=O)O)ccc2c1
Cc1cc(C(=O)O)cc(Cl)n1
CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O
Cc1ccc(F)cc1C(=O)O
COc1ccc(CC(=O)O)cc1
O=C(O)c1cc2ccccc2o1
O=C(O)Cc1cc(F)cc(F)c1
O=C(O)Cc1ccc(C(F)(F)F)cc1
O=C(O)COc1ccccc1
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1
O=C(O)c1ncccn1
O=C(O)c1ccc(Br)s1
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
O=C(O)Cc1ccc([N+](=O)[O-])cc1
O=C(O)c1ccccc1Cc1ccccc1
COc1cc(C(=O)O)cc(OC)c1OC
N#Cc1ccc(C(=O)O)cc1
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1
O=C(O)c1ccc([N+](=O)[O-])s1
Cc1ccc(C(=O)O)cc1F
O=C(O)C1(c2ccccc2)CC1
O=C(O)C1C[C@H]1c1ccccc1
O=C(O)c1cc(Cl)cc(Cl)n1
Cc1cccc(C)c1C(=O)O
O=C(O)c1ccc(F)cn1
Cn1cc(C(=O)O)c(C(F)F)n1
O=C(O)C1CC=CCC1
Cc1ccc(C(=O)O)c2ccccc12
O=C(O)c1ccc([N+](=O)[O-])cc1
O=C(O)c1ccc2c(c1)OCCO2
O=C(O)c1ccnc(C(F)(F)F)c1
O=C(O)/C=C/c1ccccc1
CC(C)Cc1ccc(C(C)C(=O)O)cc1
Cc1ccc(C(=O)O)cc1
O=C(O)c1cnccn1
COc1ccc(C(=O)O)cc1
O=C(O)c1ccc2c(c1)OC(F)(F)O2
Cc1cc(C)c(C(=O)O)c(C)c1
CC(NC(=O)OCc1ccccc1)C(=O)O
O=C(O)c1c[nH]c2ncccc12
O=C(O)C1CCCN1C(=O)OCc1ccccc1
CC(C(=O)O)c1ccc(CBr)cc1
CCCCOc1ccc(C(=O)O)cc1
O=C(O)c1ccc(-c2ccccc2)cc1
O=C(O)C1CCC(F)(F)CC1
O=C(O)c1ccncc1Cl
O=C(O)c1ccccc1
