,0
223,COC(=O)CC1CCc2cc(C3CCCN(c4ncnc5sccc45)C3)cc3[nH]c(=O)c(=O)n1c23
224,COC(=O)CC1CCc2cc(CC(NC(=O)OC(C)(C)C)C3CCC3)cc3[nH]c(=O)c(=O)n1c23
225,COC(=O)CC1CCc2cc(C3CC(NC(=O)OCc4ccccc4)C3)cc3[nH]c(=O)c(=O)n1c23
226,COC(=O)CC1CCc2cc(C3CCCN(C(=O)OC(C)(C)C)C3c3ccccc3)cc3[nH]c(=O)c(=O)n1c23
227,COC(=O)CC1CCc2cc(C3C(c4ccccc4)CCN3C(=O)OC(C)(C)C)cc3[nH]c(=O)c(=O)n1c23
228,COC(=O)CC1CCc2cc(CCc3cn(C(=O)OC(C)(C)C)c4ccccc34)cc3[nH]c(=O)c(=O)n1c23
229,COC(=O)CC1CCc2cc(C3CN(C(=O)OC(C)(C)C)CC3Cc3ccccc3)cc3[nH]c(=O)c(=O)n1c23
230,COC(=O)CC1CCc2cc(C3CC(c4ccccc4)CN3C(=O)OC(C)(C)C)cc3[nH]c(=O)c(=O)n1c23
231,COC(=O)CC1CCc2cc(Cc3ccc(C#N)cc3)cc3[nH]c(=O)c(=O)n1c23
232,COC(=O)CC1CCc2cc(C3CCN(C(=O)c4ccc(B(O)O)cc4)CC3)cc3[nH]c(=O)c(=O)n1c23
233,COC(=O)CC1CCc2cc(C3(c4cccc(Cl)c4)CC3)cc3[nH]c(=O)c(=O)n1c23
234,COC(=O)CC1CCc2cc(C3CCCCO3)cc3[nH]c(=O)c(=O)n1c23
235,COC(=O)CC1CCc2cc(C3CN(C(=O)c4ccccc4)C3)cc3[nH]c(=O)c(=O)n1c23
236,COC(=O)CC1CCc2cc(C3CCN(C(=O)OC(C)(C)C)C[C@@H]3C)cc3[nH]c(=O)c(=O)n1c23
237,COC(=O)CC1CCc2cc(CN(C)c3ncc(C=O)cn3)cc3[nH]c(=O)c(=O)n1c23
238,COC(=O)CC1CCc2cc(COc3ccc(CCC(C)=O)cc3)cc3[nH]c(=O)c(=O)n1c23
239,COC(=O)CC1CCc2cc(CCc3cnccn3)cc3[nH]c(=O)c(=O)n1c23
240,COC(=O)CC1CCc2cc(CN3C(=O)COCC3=O)cc3[nH]c(=O)c(=O)n1c23
241,COC(=O)CC1CCc2cc(CC3(c4ccccc4)CCN(C(=O)OC(C)(C)C)C3)cc3[nH]c(=O)c(=O)n1c23
242,COC(=O)CC1CCc2cc(Cn3c(-c4ccccc4)nc4ccccc43)cc3[nH]c(=O)c(=O)n1c23
243,COC(=O)CC1CCc2cc(C3CCC3(F)F)cc3[nH]c(=O)c(=O)n1c23
244,COC(=O)CC1CCc2cc(C3CC(NC(=O)OC(C)(C)C)C3)cc3[nH]c(=O)c(=O)n1c23
245,COC(=O)CC1CCc2cc(C3CC34CCCC4)cc3[nH]c(=O)c(=O)n1c23
246,CCC1(CC)CC1c1cc2c3c(c1)[nH]c(=O)c(=O)n3C(CC(=O)OC)CC2
247,COC(=O)CC1CCc2cc(CCc3nc4ccccc4n3C(=O)OC(C)(C)C)cc3[nH]c(=O)c(=O)n1c23
248,COC(=O)CC1CCc2cc(C3COCC(=O)N3Cc3ccccc3)cc3[nH]c(=O)c(=O)n1c23
249,COC(=O)CC1CCc2cc(C3CCCN(c4ncc(-c5ccc6c(c5)OCO6)cn4)C3)cc3[nH]c(=O)c(=O)n1c23
250,COC(=O)CC1CCc2cc(C3CCC4(CC3)OC(=O)c3ccncc34)cc3[nH]c(=O)c(=O)n1c23
251,COC(=O)CC1CCc2cc(CC3CN4CCC3CC4)cc3[nH]c(=O)c(=O)n1c23
252,COC(=O)CC1CCc2cc(C3CCC4(CC3)OCCO4)cc3[nH]c(=O)c(=O)n1c23
253,COC(=O)CC1CCc2cc(CC3CCC(NC(=O)OC(C)(C)C)CC3)cc3[nH]c(=O)c(=O)n1c23
254,COC(=O)CC1CCc2cc(Cc3cccc(-c4ccccn4)c3)cc3[nH]c(=O)c(=O)n1c23
255,COC(=O)CC1CCc2cc(C3CCC(c4ccccc4)C3)cc3[nH]c(=O)c(=O)n1c23
256,COC(=O)CC1CCc2cc(C3(F)CCOCC3)cc3[nH]c(=O)c(=O)n1c23
257,COC(=O)CC1CCc2cc(CC3CCN3C(=O)OC(C)(C)C)cc3[nH]c(=O)c(=O)n1c23
258,COC(=O)CC1CCc2cc(C3CC4(CCN(C(=O)OC(C)(C)C)CC4)C3)cc3[nH]c(=O)c(=O)n1c23
259,COC(=O)CC1CCc2cc(CC3CCC4(CC3)CCN(C(=O)OC(C)(C)C)CC4)cc3[nH]c(=O)c(=O)n1c23
260,COC(=O)CC1CCc2cc(Cc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)C4)cc3[nH]c(=O)c(=O)n1c23
261,COC(=O)CC1CCc2cc(CCc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)C4)cc3[nH]c(=O)c(=O)n1c23
262,COC(=O)CC1CCc2cc(C3(c4ccc(Cl)nc4)CC3)cc3[nH]c(=O)c(=O)n1c23
263,COC(=O)CC1CCc2cc(C3C4COCC43)cc3[nH]c(=O)c(=O)n1c23
264,COC(=O)CC1CCc2cc(CC3(NC(=O)OC(C)(C)C)CCC3)cc3[nH]c(=O)c(=O)n1c23
265,COC(=O)CC1CCc2cc(C3CCNC(=O)C3)cc3[nH]c(=O)c(=O)n1c23
266,COC(=O)CC1CCc2cc(C3CCC(F)(F)C3)cc3[nH]c(=O)c(=O)n1c23
267,COC(=O)CC1CCc2cc(C3CCCN(C(=O)OCc4ccccc4)CC3)cc3[nH]c(=O)c(=O)n1c23
268,COC(=O)CC1CCc2cc(C3COC(c4ccccc4)CO3)cc3[nH]c(=O)c(=O)n1c23
269,COC(=O)CC1CCc2cc(C3CC(Oc4ccccc4)C3)cc3[nH]c(=O)c(=O)n1c23
270,COC(=O)CC1CCc2cc(C3C4CCC3CN(C(=O)OC(C)(C)C)C4)cc3[nH]c(=O)c(=O)n1c23
271,COC(=O)CC1CCc2cc(C3CN(C(=O)OC(C)(C)C)C[C@@H]3c3ccccc3F)cc3[nH]c(=O)c(=O)n1c23
272,COC(=O)CC1CCc2cc(Cc3c[nH]c4cnccc34)cc3[nH]c(=O)c(=O)n1c23
273,COC(=O)CC1CCc2cc(Cc3cnc(OC)c(OC)c3)cc3[nH]c(=O)c(=O)n1c23
274,COC(=O)CC1CCc2cc(C3(N(C)C(=O)OC(C)(C)C)CC3)cc3[nH]c(=O)c(=O)n1c23
275,COC(=O)CC1CCc2cc(COCc3ccccc3C)cc3[nH]c(=O)c(=O)n1c23
276,COC(=O)CC1CCc2cc(Cc3ccc(C(=O)OC)cc3)cc3[nH]c(=O)c(=O)n1c23
277,COC(=O)CC1CCc2cc(CC3COC3)cc3[nH]c(=O)c(=O)n1c23
278,COC(=O)CC1CCc2cc(C3CCCC4CC(NC(=O)OC(C)(C)C)C(=O)N43)cc3[nH]c(=O)c(=O)n1c23
279,COC(=O)CC1CCc2cc(C3CCc4[nH]nc(C)c4C3)cc3[nH]c(=O)c(=O)n1c23
280,COC(=O)CC1CCc2cc(C3CC(=O)CC3(C)C)cc3[nH]c(=O)c(=O)n1c23
281,COC(=O)CC1CCc2cc(C3CC4CC3C(=O)O4)cc3[nH]c(=O)c(=O)n1c23
282,COC(=O)CC1CCc2cc(C3CC(O)(c4ccccc4)C3)cc3[nH]c(=O)c(=O)n1c23
283,COC(=O)CC1CCc2cc(C3CC4CC(O)CC(C4)C3)cc3[nH]c(=O)c(=O)n1c23
284,COC(=O)CC1CCc2cc(C3CCCCC34CC4)cc3[nH]c(=O)c(=O)n1c23
285,COCc1n[nH]c2c1CC(c1cc3c4c(c1)[nH]c(=O)c(=O)n4C(CC(=O)OC)CC3)CC2
286,COC(=O)CC1CCc2cc(CC3CC4CCC(C3)N4C(=O)OC(C)(C)C)cc3[nH]c(=O)c(=O)n1c23
287,COC(=O)CC1CCc2cc(C[C@H]3CCCN(C4CCN(C(=O)OC(C)(C)C)CC4)C3=O)cc3[nH]c(=O)c(=O)n1c23
288,COC(=O)CC1CCc2cc(Cc3cccc(-n4cccn4)c3)cc3[nH]c(=O)c(=O)n1c23
289,COC(=O)CC1CCc2cc(CCc3ccc(-n4ccnn4)cc3)cc3[nH]c(=O)c(=O)n1c23
290,COC(=O)CC1CCc2cc(Cc3ccc(-n4nccn4)cc3)cc3[nH]c(=O)c(=O)n1c23
291,COC(=O)CC1CCc2cc(C3CN(C(=O)OC(C)(C)C)CC3(C)C)cc3[nH]c(=O)c(=O)n1c23
292,COC(=O)CC1CCc2cc(Cc3ccc4cnn(C)c4c3)cc3[nH]c(=O)c(=O)n1c23
293,COC(=O)CC1CCc2cc(C3CC[C@@H](C)N(C(=O)OCc4ccccc4)C3)cc3[nH]c(=O)c(=O)n1c23
294,COC(=O)CC1CCc2cc(C3CCN(C(=O)OC(C)(C)C)CC3C(=O)OC)cc3[nH]c(=O)c(=O)n1c23
295,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC3)ccc1-2
296,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3(c4ccc(Cl)cc4)CC3)ccc1-2
297,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C[C@@H]3C[C@H](C(C)=O)C3(C)C)ccc1-2
298,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCC3)ccc1-2
299,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCCC3)ccc1-2
300,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CO[C@@H]3C[C@H](C)CC[C@H]3C(C)C)ccc1-2
301,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)Oc3ccccc3)ccc1-2
302,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CC)Oc3ccccc3)ccc1-2
303,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3ccc(O)cc3)ccc1-2
304,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC[C@@H](C)[C@H]3CC[C@H]4[C@@H]5[C@H](O)C[C@@H]6C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@]34C)ccc1-2
305,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCCCC3)ccc1-2
306,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccccc3Cl)ccc1-2
307,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(Cl)cc3)ccc1-2
308,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COC)ccc1-2
309,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccccc3O)ccc1-2
310,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(F)cc3)ccc1-2
311,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(Cl)cc3)ccc1-2
312,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(OC)cc3)ccc1-2
313,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(O)cc3)ccc1-2
314,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(C(F)(F)F)cc3)ccc1-2
315,CCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
316,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCCCNC(C)=O)ccc1-2
317,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCc3cccs3)ccc1-2
318,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CN3C(=O)c4ccccc4C3=O)ccc1-2
319,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CCSC)NC(C)=O)ccc1-2
320,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C(C)(C)C3(C)C)ccc1-2
321,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC[C@@H]4CCC[C@H]34)ccc1-2
322,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)N(C)C3)ccc1-2
323,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccccc3OC)ccc1-2
324,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccccc3C)ccc1-2
325,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(C)cc3C)ccc1-2
326,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3cc(C)ccc3C)ccc1-2
327,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3cccc(OC)c3)ccc1-2
328,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(OC)cc3)ccc1-2
329,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(OCc4ccccc4)cc3)ccc1-2
330,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(O)cc3)ccc1-2
331,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(CC)cc3)ccc1-2
332,CCCCCCCCC#CCCCCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
333,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3cccc(Cl)c3)ccc1-2
334,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3cccc(C=O)c3)ccc1-2
335,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3ccccc3)NC(=O)OCc3ccccc3)ccc1-2
336,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC(C)c3ccc(Cl)cc3)ccc1-2
337,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CNC(=O)Cc3ccccc3)ccc1-2
338,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(C(C)(C)C)cc3)ccc1-2
339,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCO3)ccc1-2
340,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CSc3nc4ccccc4[nH]3)ccc1-2
341,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCSc3nc4ccccc4s3)ccc1-2
342,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCN3C(=O)c4ccccc4C3=O)ccc1-2
343,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCOCC3)ccc1-2
344,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CN(C)S(=O)(=O)c3ccccc3)ccc1-2
345,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CSc3ccc(C)cc3)ccc1-2
346,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3ccc(O)cc3)NC(=O)OCc3ccccc3)ccc1-2
347,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCNC(=O)c3ccccc3)ccc1-2
348,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN3C(=O)[C@H](C)NC(=O)OCc3ccccc3)ccc1-2
349,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C[C@@H](O)CN3C(C)=O)ccc1-2
350,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN3C(=O)CNC(=O)OCc3ccccc3)ccc1-2
351,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3N(C(=O)OC(C)(C)C)CSC3(C)C)ccc1-2
352,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(NC(=O)OC(C)(C)C)[C@H](C)O)ccc1-2
353,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3cn(C=O)c4ccccc34)NC(=O)OC(C)(C)C)ccc1-2
354,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CC(N)=O)NC(=O)OC(C)(C)C)ccc1-2
355,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3ccc(OC(C)=O)cc3)NC(C)=O)ccc1-2
356,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(NC(=O)OC(C)(C)C)C(C)C)ccc1-2
357,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CC(C)C)N(C)C(=O)OC(C)(C)C)ccc1-2
358,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3ccccc3)N(C)C(=O)OC(C)(C)C)ccc1-2
359,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(C(C)C)cc3)ccc1-2
360,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(C(C)(C)C)CC3)ccc1-2
361,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCCCCC(C)C)ccc1-2
362,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCc4ccccc4O3)ccc1-2
363,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCOc3cccc(OC)c3)ccc1-2
364,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CNC(=O)CNC(=O)c3ccccc3)ccc1-2
365,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3ccc4ccccc43)ccc1-2
366,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(OC(F)(F)F)cc3)ccc1-2
367,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CNC(=O)[C@H](CCC(N)=O)NC(=O)OCc3ccccc3)ccc1-2
368,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCC(=O)c3ccc(-c4ccccc4)cc3)ccc1-2
369,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)ccc1-2
370,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(C=O)c(OC)c3)ccc1-2
371,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3cccs3)NC(=O)OC(C)(C)C)ccc1-2
372,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)NC(=O)OC(C)(C)C)ccc1-2
373,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)NC(=O)c3ccccc3)ccc1-2
374,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CO)NC(=O)OC(C)(C)C)ccc1-2
375,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CO)NC(=O)OCc3ccccc3)ccc1-2
376,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN3C(C)=O)ccc1-2
377,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCCCCNC(=O)OC(C)(C)C)ccc1-2
378,CCCCCCCC/C=C\CCCCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
379,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CCC(N)=O)NC(=O)OC(C)(C)C)ccc1-2
380,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3ccc(OC(C)(C)C)cc3)NC(=O)OC(C)(C)C)ccc1-2
381,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3c[nH]c4ccccc34)NC(=O)OCc3ccccc3)ccc1-2
382,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3cn(Cc4ccccc4)cn3)NC(=O)OC(C)(C)C)ccc1-2
383,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3cccnc3)ccc1-2
384,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC[C@@H](C)[C@H]3CC[C@H]4[C@@H]5C(=O)C[C@@H]6CC(=O)CC[C@]6(C)[C@H]5CC(=O)[C@]34C)ccc1-2
385,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CSCCS(=O)(=O)c3ccccc3)ccc1-2
386,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)ccc1-2
387,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCC(C)C3)ccc1-2
388,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCC(OC)C3)ccc1-2
389,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCOC3)ccc1-2
390,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCCCCCCCCNC(=O)OC(C)(C)C)ccc1-2
391,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc1-2
392,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN3C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)ccc1-2
393,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN(C(=O)OC(C)(C)C)CC3)ccc1-2
394,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CC)NC(=O)OCc3ccccc3)ccc1-2
395,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CCCNC(=N)NS(=O)(=O)c3ccc(C)cc3)NC(=O)OCc3ccccc3)ccc1-2
396,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3cccnc3)NC(=O)OC(C)(C)C)ccc1-2
397,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C[C@H](NC(C)=O)C(=O)OC)ccc1-2
398,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)O[C@H]3[C@H](O)[C@@H](CO)O[C@H](O)[C@@H]3NC(C)=O)ccc1-2
399,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)N(Cc4cccs4)C3)ccc1-2
400,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)C3)ccc1-2
401,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(=O)CC3)ccc1-2
402,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)OC)ccc1-2
403,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CC(=O)OC)NC(=O)OCc3ccccc3)ccc1-2
404,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C[C@H](C)O)ccc1-2
405,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccccc3-c3ccccc3)ccc1-2
406,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C[C@@H](OC(C)(C)C)CN3C(=O)OCc3ccccc3)ccc1-2
407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CNC(=O)[C@H](CCSC)NC(=O)OC(C)(C)C)ccc1-2
408,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CCSC)NC(=O)OC(C)(C)C)ccc1-2
409,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)N3C(=O)c4ccccc4C3=O)ccc1-2
410,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN(c4ccc(C(F)(F)F)cn4)CC3)ccc1-2
411,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CSc3ccc(C(C)(C)C)cc3)ccc1-2
412,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3nc(-c4ccccc4)c4ccccc4c3=O)ccc1-2
413,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CCCCNC(C)=O)NC(C)=O)ccc1-2
414,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCCN3C(=O)OC(C)(C)C)ccc1-2
415,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)ccc1-2
416,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3COc4ccccc4O3)ccc1-2
417,CCOC(=O)NC(Cc1ccccc1)c1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
418,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3cccnc3)ccc1-2
419,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3cc(C)c(=O)[nH]c3=O)ccc1-2
420,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CSc3nnc(-c4ccccc4OC(C)C)[nH]3)ccc1-2
421,CCCOc1ccc(Cc2ccc3c(c2)C(=O)N(C)Cc2c(C(=O)OCC)ncn2-3)cc1
422,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN3C(=O)OC(C)(C)C)ccc1-2
423,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CN(C)C(=O)c3ccco3)ccc1-2
424,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3COc4cc(OC)ccc4C3)ccc1-2
425,CCCCCCC(CCCC)c1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
426,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)N(C4CCCCC4)C3)ccc1-2
427,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3ccc(-c4cccs4)n3)ccc1-2
428,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(=O)c4ccccc4C3)ccc1-2
429,C#CCCCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
430,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3cccc(Cl)c3)NC(=O)OC(C)(C)C)ccc1-2
431,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(Cc3ccncc3)NC(=O)OC(C)(C)C)ccc1-2
432,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CN3CCCC[C@H](NC(=O)OC(C)(C)C)C3=O)ccc1-2
433,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc1-2
434,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)OC(C)=O)ccc1-2
435,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCOC(C)(C)C3)ccc1-2
436,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCC(=O)N3CCC(=O)CC3)ccc1-2
437,CCCC(C)(F)c1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2
438,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CCN(C(=O)OC(C)(C)C)CC3)ccc1-2
439,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCC[C@@H]3C(=O)c3ccccc3)ccc1-2
440,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C[C@@H](c4ccccc4)CC[C@H]3C(=O)c3ccccc3)ccc1-2
441,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC[C@@H]3NC(=O)OC(C)(C)C)ccc1-2
442,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC4CCCCC4C3)ccc1-2
443,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CCCCCC3)ccc1-2
444,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC[C@H](C(=O)OC)C3)ccc1-2
445,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC[C@H](C(=O)c4ccccc4)C3)ccc1-2
446,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC[C@@H]3C(=O)c3ccccc3)ccc1-2
447,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(C(=O)OC)CC3)ccc1-2
