,0
448,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC[C@@H](C(=O)c4ccccc4)C3)ccc1-2
449,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCC[C@@H]3CC(=O)c3ccccc3)ccc1-2
450,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCCC(=O)c3ccc(Cl)cc3)ccc1-2
451,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCC(=O)C3CC3)ccc1-2
452,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCC(=O)C(C)(C)C)ccc1-2
453,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC[C@@H](c4ccccc4)N3C(=O)OC(C)(C)C)ccc1-2
454,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C[C@@H](c4ccccc4)CN3C(=O)OC(C)(C)C)ccc1-2
455,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN3C(=O)OC(C)(C)C)ccc1-2
456,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3c(=O)oc4ccccc43)ccc1-2
457,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)N(c4cccc(OC)c4)C3)ccc1-2
458,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3cc(Cl)ccc3F)ccc1-2
459,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(c4ccccc4)C3)ccc1-2
460,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(C(C)C)CC3)ccc1-2
461,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3nc4ccccc4s3)ccc1-2
462,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)OC(C)(C)C)C3)ccc1-2
463,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C[C@@H](Cc3cccc(F)c3)NC(=O)OC(C)(C)C)ccc1-2
464,C=CC[C@H](Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2)NC(=O)OC(C)(C)C
465,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(NC(=O)OC(C)(C)C)CC3)ccc1-2
466,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC[C@H](NC(=O)OC(C)(C)C)C3)ccc1-2
467,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCC[C@@H]3NC(=O)OC(C)(C)C)ccc1-2
468,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC(C)CC(=O)c3ccccc3)ccc1-2
469,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3cc(C(F)(F)F)ccc3=O)ccc1-2
470,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC(NC(=O)OC(C)(C)C)c3ccc(OC)cc3)ccc1-2
471,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC(NC(=O)OC(C)(C)C)c3cccc(Cl)c3)ccc1-2
472,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(O)CC3)ccc1-2
473,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)OCc3ccccc3)ccc1-2
474,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)N(c4ccc(OC(C)C)cc4)C3)ccc1-2
475,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CCCN(C(=O)OC(C)(C)C)C3)ccc1-2
476,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCC3CCCN(C(=O)OC(C)(C)C)C3)ccc1-2
477,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CN(C(=O)OC(C)(C)C)C3)ccc1-2
478,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN(C(=O)OCc4ccccc4)C3)ccc1-2
479,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)OC(C)(C)C)CCN3C(=O)OC(C)(C)C)ccc1-2
480,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)OC(C)(C)C)CCC3c3ccccc3)ccc1-2
481,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(c4ccccc4)CN(C(=O)OC(C)(C)C)C3)ccc1-2
482,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN(C(=O)OC(C)(C)C)C3)ccc1-2
483,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3cc(Cl)c(=O)c(Cl)c3)ccc1-2
484,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3c4cc(OC)c(OC)cc4CCN3C(=O)OC(C)(C)C)ccc1-2
485,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC[C@H](NC(=O)OC(C)(C)C)C3)ccc1-2
486,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3cnc4sc5c(c4c3=O)CCCC5)ccc1-2
487,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC(C)n3nc(C)cc3C)ccc1-2
488,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3nc(C)sc3C)ccc1-2
489,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3[C@@H]4CC[C@@H](C4)[C@H]3NC(=O)OC(C)(C)C)ccc1-2
490,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CSCCN3C(=O)OC(C)(C)C)ccc1-2
491,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CN3CC[C@H](NC(=O)OC(C)(C)C)C3=O)ccc1-2
492,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCCC3O)ccc1-2
493,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CNC(=O)OC(C)(C)C)Cc3ccccc3)ccc1-2
494,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3Cc4ccccc4O3)ccc1-2
495,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C[C@H]3CCCN(C(=O)OC(C)(C)C)C3)ccc1-2
496,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN(C(=O)OC(C)(C)C)C3)ccc1-2
497,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)CCN3C(=O)OC(C)(C)C)ccc1-2
498,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(F)(F)CN3C(=O)OC(C)(C)C)ccc1-2
499,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CSc3cn(C)c4ccccc34)ccc1-2
500,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3nccc3C)ccc1-2
501,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC(NC(=O)OCc3ccccc3)C3CCN(C(=O)OC(C)(C)C)CC3)ccc1-2
502,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)OC(C)(C)C)CCS3)ccc1-2
503,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COC(C)(C)C)ccc1-2
504,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(F)(F)CC3)ccc1-2
505,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCC(=O)c3ccccc3Cl)ccc1-2
506,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)Oc3ccc(C=O)cc3)ccc1-2
507,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(CCC(=O)OC)NC(=O)OC(C)(C)C)ccc1-2
508,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CN(C(=O)OC(C)(C)C)CCO3)ccc1-2
509,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3COCCN3C(=O)OC(C)(C)C)ccc1-2
510,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCCC3CCN(C(=O)OC(C)(C)C)CC3)ccc1-2
511,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CSCN3C(=O)OCC)ccc1-2
512,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C[C@@H](c4ccccc4)CC[C@@H]3NC(=O)OC(C)(C)C)ccc1-2
513,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3nc(C)nc3C)ccc1-2
514,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCn3nc(C)c(C(C)=O)c3C)ccc1-2
515,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3c(C)cccc3C)ccc1-2
516,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C(C)F)ccc1-2
517,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3COCCO3)ccc1-2
518,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN(c4ncnc5sccc45)C3)ccc1-2
519,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC(NC(=O)OC(C)(C)C)C3CCC3)ccc1-2
520,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(NC(=O)OCc4ccccc4)C3)ccc1-2
521,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN(C(=O)OC(C)(C)C)C3c3ccccc3)ccc1-2
522,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C(c4ccccc4)CCN3C(=O)OC(C)(C)C)ccc1-2
523,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3cn(C(=O)OC(C)(C)C)c4ccccc34)ccc1-2
524,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)OC(C)(C)C)CC3Cc3ccccc3)ccc1-2
525,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(c4ccccc4)CN3C(=O)OC(C)(C)C)ccc1-2
526,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(C#N)cc3)ccc1-2
527,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN(C(=O)c4ccc(B(O)O)cc4)CC3)ccc1-2
528,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3(c4cccc(Cl)c4)CC3)ccc1-2
529,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCCO3)ccc1-2
530,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)c4ccccc4)C3)ccc1-2
531,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN(C(=O)OC(C)(C)C)C[C@@H]3C)ccc1-2
532,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CN(C)c3ncc(C=O)cn3)ccc1-2
533,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COc3ccc(CCC(C)=O)cc3)ccc1-2
534,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3cnccn3)ccc1-2
535,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CN3C(=O)COCC3=O)ccc1-2
536,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3(c4ccccc4)CCN(C(=O)OC(C)(C)C)C3)ccc1-2
537,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cn3c(-c4ccccc4)nc4ccccc43)ccc1-2
538,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC3(F)F)ccc1-2
539,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(NC(=O)OC(C)(C)C)C3)ccc1-2
540,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC34CCCC4)ccc1-2
541,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC3(CC)CC)ccc1-2
542,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3nc4ccccc4n3C(=O)OC(C)(C)C)ccc1-2
543,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3COCC(=O)N3Cc3ccccc3)ccc1-2
544,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN(c4ncc(-c5ccc6c(c5)OCO6)cn4)C3)ccc1-2
545,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC4(CC3)OC(=O)c3ccncc34)ccc1-2
546,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CN4CCC3CC4)ccc1-2
547,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC4(CC3)OCCO4)ccc1-2
548,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CCC(NC(=O)OC(C)(C)C)CC3)ccc1-2
549,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3cccc(-c4ccccn4)c3)ccc1-2
550,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(c4ccccc4)C3)ccc1-2
551,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3(F)CCOCC3)ccc1-2
552,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CCN3C(=O)OC(C)(C)C)ccc1-2
553,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC4(CCN(C(=O)OC(C)(C)C)CC4)C3)ccc1-2
554,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CCC4(CC3)CCN(C(=O)OC(C)(C)C)CC4)ccc1-2
555,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)C4)ccc1-2
556,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)C4)ccc1-2
557,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3(c4ccc(Cl)nc4)CC3)ccc1-2
558,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C4COCC43)ccc1-2
559,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3(NC(=O)OC(C)(C)C)CCC3)ccc1-2
560,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCNC(=O)C3)ccc1-2
561,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCC(F)(F)C3)ccc1-2
562,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCN(C(=O)OCc4ccccc4)CC3)ccc1-2
563,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3COC(c4ccccc4)CO3)ccc1-2
564,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(Oc4ccccc4)C3)ccc1-2
565,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3C4CCC3CN(C(=O)OC(C)(C)C)C4)ccc1-2
566,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)OC(C)(C)C)C[C@@H]3c3ccccc3F)ccc1-2
567,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3c[nH]c4cnccc34)ccc1-2
568,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3cnc(OC)c(OC)c3)ccc1-2
569,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3(N(C)C(=O)OC(C)(C)C)CC3)ccc1-2
570,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(COCc3ccccc3C)ccc1-2
571,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(C(=O)OC)cc3)ccc1-2
572,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3COC3)ccc1-2
573,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCC4CC(NC(=O)OC(C)(C)C)C(=O)N43)ccc1-2
574,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCc4[nH]nc(C)c4C3)ccc1-2
575,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(=O)CC3(C)C)ccc1-2
576,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC4CC3C(=O)O4)ccc1-2
577,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC(O)(c4ccccc4)C3)ccc1-2
578,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC4CC(O)CC(C4)C3)ccc1-2
579,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCCCC34CC4)ccc1-2
580,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCc4[nH]nc(COC)c4C3)ccc1-2
581,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CC3CC4CCC(C3)N4C(=O)OC(C)(C)C)ccc1-2
582,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C[C@H]3CCCN(C4CCN(C(=O)OC(C)(C)C)CC4)C3=O)ccc1-2
583,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3cccc(-n4cccn4)c3)ccc1-2
584,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(CCc3ccc(-n4ccnn4)cc3)ccc1-2
585,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc(-n4nccn4)cc3)ccc1-2
586,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CN(C(=O)OC(C)(C)C)CC3(C)C)ccc1-2
587,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cc3ccc4cnn(C)c4c3)ccc1-2
588,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CC[C@@H](C)N(C(=O)OCc4ccccc4)C3)ccc1-2
589,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C3CCN(C(=O)OC(C)(C)C)CC3C(=O)OC)ccc1-2
590,CN1C(=O)C[C@@](C)(c2cc(C3CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
591,CN1C(=O)C[C@@](C)(c2cc(C3(c4ccc(Cl)cc4)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
592,CC(=O)[C@H]1C[C@@H](Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)C1(C)C
593,CN1C(=O)C[C@@](C)(c2cc(C3CCCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
594,CN1C(=O)C[C@@](C)(c2cc(C3CCCCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
595,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
596,CC(Oc1ccccc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
597,CCC(Oc1ccccc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
598,CN1C(=O)C[C@@](C)(c2cc(CCc3ccc(O)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
599,C[C@H](CCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
600,CN1C(=O)C[C@@](C)(c2cc(C3CCCCCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
601,CN1C(=O)C[C@@](C)(c2cc(COc3ccccc3Cl)cs2)N/C1=N/C(=O)OC(C)(C)C
602,CN1C(=O)C[C@@](C)(c2cc(COc3ccc(Cl)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
603,COCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
604,CN1C(=O)C[C@@](C)(c2cc(Cc3ccccc3O)cs2)N/C1=N/C(=O)OC(C)(C)C
605,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc(F)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
606,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc(Cl)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
607,COc1ccc(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
608,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc(O)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
609,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc(C(F)(F)F)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
610,CCCCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
611,CC(=O)NCCCCCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
612,CN1C(=O)C[C@@](C)(c2cc(CCCc3cccs3)cs2)N/C1=N/C(=O)OC(C)(C)C
613,CN1C(=O)C[C@@](C)(c2cc(CN3C(=O)c4ccccc4C3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
614,CSCCC(NC(C)=O)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
615,CN1C(=O)C[C@@](C)(c2cc(C3C(C)(C)C3(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
616,CN1C(=O)C[C@@](C)(c2cc(C3CC[C@@H]4CCC[C@H]34)cs2)N/C1=N/C(=O)OC(C)(C)C
617,CN1CC(c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)CC1=O
618,COc1ccccc1OCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
619,Cc1ccccc1OCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
620,Cc1ccc(OCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)c(C)c1
621,Cc1ccc(C)c(OCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)c1
622,COc1cccc(OCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)c1
623,COc1ccc(OCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
624,CN1C(=O)C[C@@](C)(c2cc(COc3ccc(OCc4ccccc4)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
625,CN1C(=O)C[C@@](C)(c2cc(COc3ccc(O)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
626,CCc1ccc(OCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
627,CCCCCCCCC#CCCCCCCCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
628,CN1C(=O)C[C@@](C)(c2cc(COc3cccc(Cl)c3)cs2)N/C1=N/C(=O)OC(C)(C)C
629,CN1C(=O)C[C@@](C)(c2cc(COc3cccc(C=O)c3)cs2)N/C1=N/C(=O)OC(C)(C)C
630,CN1C(=O)C[C@@](C)(c2cc(C(Cc3ccccc3)NC(=O)OCc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
631,CC(Cc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)c1ccc(Cl)cc1
632,CN1C(=O)C[C@@](C)(c2cc(CNC(=O)Cc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
633,CN1C(=O)C[C@@](C)(c2cc(COc3ccc(C(C)(C)C)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
634,CN1C(=O)C[C@@](C)(c2cc(C3CCCO3)cs2)N/C1=N/C(=O)OC(C)(C)C
635,CN1C(=O)C[C@@](C)(c2cc(CSc3nc4ccccc4[nH]3)cs2)N/C1=N/C(=O)OC(C)(C)C
636,CN1C(=O)C[C@@](C)(c2cc(CCCSc3nc4ccccc4s3)cs2)N/C1=N/C(=O)OC(C)(C)C
637,CN1C(=O)C[C@@](C)(c2cc(CCN3C(=O)c4ccccc4C3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
638,CN1C(=O)C[C@@](C)(c2cc(C3CCOCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
639,CN1C(=O)C[C@@](C)(c2cc(CN(C)S(=O)(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
640,Cc1ccc(SCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
641,CN1C(=O)C[C@@](C)(c2cc(C(Cc3ccc(O)cc3)NC(=O)OCc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
642,CN1C(=O)C[C@@](C)(c2cc(CCNC(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
643,C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCCC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
644,CC(=O)N1C[C@H](O)CC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
645,CN1C(=O)C[C@@](C)(c2cc(C3CCCN3C(=O)CNC(=O)OCc3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
646,CN1C(=O)C[C@@](C)(c2cc(C3N(C(=O)OC(C)(C)C)CSC3(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
647,C[C@H](O)C(NC(=O)OC(C)(C)C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
648,CN1C(=O)C[C@@](C)(c2cc(C(Cc3cn(C=O)c4ccccc34)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
649,CN1C(=O)C[C@@](C)(c2cc(C(CC(N)=O)NC(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
650,CC(=O)NC(Cc1ccc(OC(C)=O)cc1)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
651,CC(C)C(NC(=O)OC(C)(C)C)c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
652,CC(C)CC(c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1)N(C)C(=O)OC(C)(C)C
653,CN1C(=O)C[C@@](C)(c2cc(C(Cc3ccccc3)N(C)C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
654,CC(C)c1ccc(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
655,CN1C(=O)C[C@@](C)(c2cc(C3CCC(C(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
656,CC(C)CCCCCCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
657,CN1C(=O)C[C@@](C)(c2cc(C3CCc4ccccc4O3)cs2)N/C1=N/C(=O)OC(C)(C)C
658,COc1cccc(OCCc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)c1
659,CN1C(=O)C[C@@](C)(c2cc(CNC(=O)CNC(=O)c3ccccc3)cs2)N/C1=N/C(=O)OC(C)(C)C
660,CN1C(=O)C[C@@](C)(c2cc(Cn3ccc4ccccc43)cs2)N/C1=N/C(=O)OC(C)(C)C
661,CN1C(=O)C[C@@](C)(c2cc(COc3ccc(OC(F)(F)F)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
